Book ID,Title,Author,Category,Price (Rs.),ISBN,Cover Image URL,In Stock,View Count,Rating,Search Tags,Search Count,Branch,Current Stock,Daily Sales,Branch Demand Score,Trend Score,Trend Label,,,,,,,,
NOVEL-028,ස්නේහ වස්සානේ (Sneha Wassane),ශානිකා ජයසූරිය,නවකතා (Novel),1700,9.78625E+12,/images/books/sneha_wassane.jpg,TRUE,0,3.9,"ස්නේහ වස්සානේ, Sneha Wassane, ශානිකා ජයසූරිය",63,Kandy,62,14,79.6,60.62,Moderate Demand,,,,,,,,
NOVEL-029,සිනිඳු යාදම් (Sinindu Yadam),ශානිකා ජයසූරිය,නවකතා (Novel),1700,9.78625E+12,/images/books/sinindu_yadam.jpg,TRUE,0,3.9,"සිනිඳු යාදම්, Sinindu Yadam, ශානිකා ජයසූරිය",39,Colombo,40,36,118.8,77.06,Moderate Demand,,,,,,,,
NOVEL-030,දෛවයේ තීරණයක් (Daiwaye Theeranayak),නිශී බොතේජු,නවකතා (Novel),1500,9.78625E+12,/images/books/daiwaye_theeranayak.jpg,TRUE,0,4.6,"දෛවයේ තීරණයක්, Daiwaye Theeranayak, නිශී බොතේජු",82,Kandy,24,39,140.4,95.48,High Demand,,,,,,,,
NOVEL-031,රුවනාර (Ruwanara),ඉමේෂා මාධවී මල්ලවආරච්චි,නවකතා (Novel),1800,9.78625E+12,/images/books/ruwanara.jpg,TRUE,0,5,"රුවනාර, Ruwanara, ඉමේෂා මාධවී මල්ලවආරච්චි",44,Colombo,67,30,118.8,83.46,High Demand,,,,,,,,
NOVEL-032,දූවිලි මලක් (Duvili Malak),නිශී බොතේජු,නවකතා (Novel),1500,9.78625E+12,/images/books/duvili_malak.jpg,TRUE,0,3.6,"දූවිලි මලක්, Duvili Malak, නිශී බොතේජු",39,Colombo,26,37,117.8,75.66,Moderate Demand,,,,,,,,
NOVEL-033,යකඩ තඹරු පෙති (Yakada Thambaru Pethi),ඉමේෂා මාධවී මල්ලවආරච්චි,නවකතා (Novel),1700,N/A,/images/books/yakada_thambaru_pethi.jpg,TRUE,0,4.3,"යකඩ තඹරු පෙති, Yakada Thambaru Pethi",95,Colombo,69,23,108,76.4,Moderate Demand,,,,,,,,
NOVEL-034,අකාල කාල (Akaala Kaala),දිලිනි ගයානි ගුණසේකර,නවකතා (Novel),1450,9.78625E+12,/images/books/akaala_kaala.jpg,TRUE,0,5,"අකාල කාල, Akaala Kaala, දිලිනි ගයානි ගුණසේකර",60,Galle,81,40,142,92.3,High Demand,,,,,,,,
NOVEL-035,මල් මුදු සරින් (Mal Mudhu Sarin),දිලිනි ගයානි ගුණසේකර,නවකතා (Novel),2000,9.78625E+12,/images/books/mal_mudhu_sarin.jpg,TRUE,0,4.6,"මල් මුදු සරින්, Mal Mudhu Sarin, දිලිනි ගයානි ගුණසේකර",91,Colombo,22,30,124.2,89.74,High Demand,,,,,,,,
NOVEL-036,බිඳී නොබිඳී (Bindee Nobindee),දිල්හානි වික්‍රමරත්න,නවකතා (Novel),1250,N/A,/images/books/bindee_nobindee.jpg,TRUE,0,4.3,"බිඳී නොබිඳී, Bindee Nobindee, දිල්හානි වික්‍රමරත්න",67,Kandy,27,17,90.4,71.88,Moderate Demand,,,,,,,,
NOVEL-037,විශ්වනාද (Vishwanada),ඉමේෂා මාධවී මල්ලවාරච්චි,නවකතා (Novel),1700,9.78625E+12,/images/books/vishwanada.jpg,TRUE,0,4.7,"විශ්වනාද, Vishwanada, ඉමේෂා මාධවී මල්ලවාරච්චි",57,Colombo,81,37,132.4,85.88,High Demand,,,,,,,,
NOVEL-038,රිද්ම පූජා (Ridma Pooja),වත්සලා කරුණාරත්න,නවකතා (Novel),1100,9.78955E+12,/images/books/ridma_pooja.jpg,TRUE,0,4.1,"රිද්ම පූජා, Ridma Pooja, වත්සලා කරුණාරත්න",56,Colombo,33,27,106.2,75.34,Moderate Demand,,,,,,,,
NOVEL-039,රන් කෙන්දෙන් බැඳ (Ran Kenden Benda),වත්සලා කරුණාරත්න,නවකතා (Novel),1250,9.78955E+12,/images/books/ran_kenden_benda.jpg,TRUE,0,4.5,"රන් කෙන්දෙන් බැඳ, Ran Kenden Benda, වත්සලා කරුණාරත්න",88,Colombo,90,6,74.6,62.12,Moderate Demand,,,,,,,,
NOVEL-040,බොරළු වලව්ව (Boralu Walawwa),වත්සලා කරුණාරත්න,නවකතා (Novel),1750,9.78625E+12,/images/books/boralu_walawwa.jpg,TRUE,0,4.7,"බොරළු වලව්ව, Boralu Walawwa, වත්සලා කරුණාරත්න",91,Galle,38,35,135.2,93.34,High Demand,,,,,,,,
NOVEL-041,මැටි (Mati),තාරකා වාසලමුදලිආරච්චි,නවකතා (Novel),690,9.78956E+12,/images/books/mati.jpg,TRUE,0,4.4,"මැටි, Mati, තාරකා වාසලමුදලිආරච්චි",107,Colombo,88,28,121.4,81.38,High Demand,,,,,,,,
NOVEL-042,පාට - Colours (Paata),තාරකා වාසලමුදලිආරච්චි,නවකතා (Novel),700,9.78955E+12,/images/books/paata_colours.jpg,TRUE,0,3.9,"පාට, Paata, Colours, තාරකා වාසලමුදලිආරච්චි",34,Kandy,27,6,57.8,53.66,Moderate Demand,,,,,,,,
NOVEL-043,ඇස් - Eyes (Ase),තාරකා වාසලමුදලිආරච්චි,නවකතා (Novel),945,N/A,/images/books/ase_eyes.jpg,TRUE,0,3.6,"ඇස්, Ase, Eyes, තාරකා වාසලමුදලිආරච්චි",24,Kandy,37,35,110.8,70.86,Moderate Demand,,,,,,,,
NOVEL-044,අදිසි (Adisi),ගිම්හානි වාසනා,නවකතා (Novel),1250,9.78625E+12,/images/books/adisi.jpg,TRUE,0,4.1,"අදිසි, Adisi, ගිම්හානි වාසනා",23,Galle,31,33,111.6,75.72,Moderate Demand,,,,,,,,
NOVEL-045,අන්ධකාරයේ ඉන්ද්‍රජාලිකයා,ගිම්හානි වාසනා,නවකතා (Novel),1300,9.78625E+12,/images/books/andhakaraye_indrajalikaya.jpg,TRUE,0,4.6,"අන්ධකාරයේ ඉන්ද්‍රජාලිකයා, Magician of Darkness",26,Kandy,76,35,121.2,79.24,Moderate Demand,,,,,,,,
NOVEL-046,මන්දාර වර්ෂා (Mandara Warsha),ගිම්හානි වාසනා,නවකතා (Novel),1100,9.78625E+12,/images/books/mandara_warsha.jpg,TRUE,0,4,"මන්දාර වර්ෂා, Mandara Warsha, ගිම්හානි වාසනා",31,Galle,96,31,108.2,67.54,Moderate Demand,,,,,,,,
NOVEL-047,අනන්තරා (Ananthara),ගිම්හානි වාසනා,නවකතා (Novel),1100,9.78625E+12,/images/books/ananthara.jpg,TRUE,0,4.4,"අනන්තරා, Ananthara, ගිම්හානි වාසනා",82,Colombo,78,3,66.4,58.88,Moderate Demand,,,,,,,,
NOVEL-048,ප්‍රේමණීය පාරා (Premaneeya Paara),ගිම්හානි වාසනා,නවකතා (Novel),1100,9.78625E+12,/images/books/premaneeya_paara.jpg,TRUE,0,4.2,"ප්‍රේමණීය පාරා, Premaneeya Paara, ගිම්හානි වාසනා",106,Galle,85,34,131.2,83.94,High Demand,,,,,,,,
NOVEL-049,හස්ති වර්ණ (Hasthi Warna),පවනි උමයංගනා,නවකතා (Novel),1600,9.78625E+12,/images/books/hasthi_warna.jpg,TRUE,0,3.5,"හස්ති වර්ණ, Hasthi Warna, පවනි උමයංගනා",98,Colombo,34,23,100.6,70.72,Moderate Demand,,,,,,,,
NOVEL-050,නිම් තෙරක් නොපෙනී (Nim Therak Nopeni),නිසංසලා විජයබණ්ඩාර,නවකතා (Novel),1650,9.78625E+12,/images/books/nim_therak_nopeni.jpg,TRUE,0,4,"නිම් තෙරක් නොපෙනී, Nim Therak Nopeni",67,Colombo,98,38,129.4,77.98,Moderate Demand,,,,,,,,
NOVEL-051,කළු තිත්ත (Kalu Thiththa),නිසංසලා විජයබණ්ඩාර,නවකතා (Novel),1400,9.78625E+12,/images/books/kalu_thiththa.jpg,TRUE,0,4.4,"කළු තිත්ත, Kalu Thiththa, නිසංසලා විජයබණ්ඩාර",36,Kandy,51,7,65.2,58.34,Moderate Demand,,,,,,,,
NOVEL-052,තාඹුගල නිම්නය (Thambugala Nimnaya),අනුත්තරා ද සිල්වා,නවකතා (Novel),1350,9.78625E+12,/images/books/thambugala_nimnaya.jpg,TRUE,0,4.3,"තාඹුගල නිම්නය, Thambugala Nimnaya, අනුත්තරා ද සිල්වා",55,Colombo,73,33,120,78.4,Moderate Demand,,,,,,,,
NOVEL-053,අනේසැළි (Anesali),දිලූෂි ජයවික්‍රම,නවකතා (Novel),1250,9.78625E+12,/images/books/anesali.jpg,TRUE,0,4.3,"අනේසැළි, Anesali, දිලූෂි ජයවික්‍රම",112,Colombo,35,23,111.4,82.18,High Demand,,,,,,,,
NOVEL-054,හිරුත් නුඹම විය (Hiruth Nubama Viya),සුභාෂිනී ඩයස්,නවකතා (Novel),1200,9.78625E+12,/images/books/hiruth_nubama_viya.jpg,TRUE,0,4.1,"හිරුත් නුඹම විය, Hiruth Nubama Viya",106,Galle,98,23,108.2,72.64,Moderate Demand,,,,,,,,
NOVEL-120,සඳ නිම්නය (Sanda Nimnaya),අනෝමා වෙහෙරගොඩ පීරිස්,නවකතා (Novel),1450,9.78625E+12,/images/books/sanda_nimnaya.jpg,TRUE,0,4.5,"සඳ නිම්නය, Sanda Nimnaya, අනෝමා වෙහෙරගොඩ පීරිස්",70,Galle,32,7,73,66.2,Moderate Demand,,,,,,,,
NOVEL-121,පියාපත් (Piyapath),අනෝමා වෙහෙරගොඩ පීරිස්,නවකතා (Novel),850,9.78955E+12,/images/books/piyapath.jpg,TRUE,0,4,"පියාපත්, Piyapath, අනෝමා වෙහෙරගොඩ පීරිස්",95,Kandy,46,30,119,80.7,High Demand,,,,,,,,
NOVEL-122,දෝංකාරය (Donkaraya),අනෝමා වෙහෙරගොඩ පීරිස්,නවකතා (Novel),950,9.78955E+12,/images/books/donkaraya.jpg,TRUE,0,4.7,"දෝංකාරය, Donkaraya, අනෝමා වෙහෙරගොඩ පීරිස්",92,Galle,60,34,133.4,90.48,High Demand,,,,,,,,
NOVEL-123,සිල්බිඳුනදා (Silbindunada),අනෝමා වෙහෙරගොඩ පීරිස්,නවකතා (Novel),1450,9.78625E+12,/images/books/silbindunada.jpg,TRUE,0,4.9,"සිල්බිඳුනදා, Silbindunada, අනෝමා වෙහෙරගොඩ පීරිස්",119,Colombo,83,16,104.8,79.96,Moderate Demand,,,,,,,,
NOVEL-124,පේමාලිය (Pemaliya),අනෝමා වෙහෙරගොඩ පීරිස්,නවකතා (Novel),1000,9.78955E+12,/images/books/pemaliya.jpg,TRUE,0,3.5,"පේමාලිය, Pemaliya, අනෝමා වෙහෙරගොඩ පීරිස්",27,Colombo,59,26,92.4,60.68,Moderate Demand,,,,,,,,
10191370-0003,රුද්‍රාවරී (Rudrawari),සිතු සිනුවිලි - සිතාරි අසංකා ආරියදාස,නවකතා (Novel),1500,9.78625E+12,/images/books/rudrawari.jpg,TRUE,0,4.1,"රුද්‍රාවරී, Rudrawari, Radawari, සිතු සිනුවිලි",117,Kandy,71,11,86.4,67.28,Moderate Demand,,,,,,,,
10199295-0001,පුදුම පොකුණ (Puduma Pokuna),කෝශලී සිරිචන්ද්‍ර,නවකතා (Novel),990,9.78625E+12,/images/books/puduma_pokuna.jpg,TRUE,0,4.9,"පුදුම පොකුණ, Puduma Pokuna, කෝශලී සිරිචන්ද්‍ර",120,Colombo,92,27,127,88,High Demand,,,,,,,,
10199666-0001,ප්‍රේමාදරය (Premadaraya),ප්‍රිසිලා ගොඩහේවා,නවකතා (Novel),1400,9.78625E+12,/images/books/premadaraya.jpg,TRUE,0,4.8,"ප්‍රේමාදරය, Premadaraya, ප්‍රිසිලා ගොඩහේවා",97,Colombo,40,38,143.4,97.58,High Demand,,,,,,,,
10193218-0035,ඇහැළ මලට දම් පාටක් (Ehela Malata Dam Patak),චතුරි දමයන්ති,යොවුන් නවකතා,1200,9.78625E+12,/images/books/ehela_malata_dam_patak.jpg,TRUE,0,4,"ඇහැළ මලට දම් පාටක්, Ehela Malata Dam Patak, Forget me not",58,Colombo,94,22,95.6,64.32,Moderate Demand,,,,,,,,
10201647-0001,රිදී (Ridee),රන්දික කඩවතආරච්චි,නවකතා (Novel),1600,,/images/books/ridee.jpg,TRUE,0,4.2,"රිදී, Ridee, රන්දික කඩවතආරච්චි",26,Galle,79,24,95.2,65.34,Moderate Demand,,,,,,,,
10197340-0009,ආගා වලව්ව (Aaga Walawwa),ඇලානා මධුරගොඩ,නවකතා (Novel),1750,9.78625E+12,/images/books/aaga_walawwa.jpg,TRUE,0,4.6,"ආගා වලව්ව, Aaga Walawwa, ඇලානා මධුරගොඩ",23,Galle,57,7,64.6,58.32,Moderate Demand,,,,,,,,
NO-ID-1st Lane,1st Lane,ගයාන් සංජය | හෂිනි විජේනායක,නවකතා (Novel),1200,9.78625E+12,/images/books/1st_lane.jpg,TRUE,0,3.5,"1st Lane, First Lane, ගයාන් සංජය, Gayan Sanjaya",70,Kandy,31,5,59,52.7,Moderate Demand,,,,,,,,
10201230-0007,ආදරණීය රිකාඩෝ (Adaraneeya Rikado),චාමිනී කුමාරතුංග,නවකතා (Novel),850,,/images/books/adaraneeya_rikado.jpg,TRUE,0,4.6,"ආදරණීය රිකාඩෝ, Adaraneeya Rikado, Loving Rikado",23,Kandy,30,28,106.6,77.82,Moderate Demand,,,,,,,,
10200675-0008,Diary of Oliviya,කලණ මුතුකුඩ,නවකතා (Novel),850,,/images/books/diary_of_oliviya.jpg,TRUE,0,4.7,"Diary of Oliviya, කලණ මුතුකුඩ, Kalana Muthukuda",99,Galle,73,1,68.8,63.76,Moderate Demand,,,,,,,,
10200005-0013,ලක්ෂි (Lakshi),හේෂාන් වෙල්ගම,නවකතා (Novel),1200,9.78625E+12,/images/books/lakshi.jpg,TRUE,0,4.3,"ලක්ෂි, Lakshi, හේෂාන් වෙල්ගම, Heshan Welgama",84,Galle,97,32,123.8,79.26,Moderate Demand,,,,,,,,
10178699-0013,කමලා දාස් මගේ කතාව (Kamala Das Mage Kathawa),පරි. කරුණාතිලක හඳුන්පතිරණ,පරිවර්තන,1200,9.78955E+12,/images/books/kamala_das_mage_kathawa.jpg,TRUE,0,4.8,"කමලා දාස් මගේ කතාව, My Story, Kamala Das",82,Kandy,36,38,140.4,95.88,High Demand,,,,,,,,
10063540-0064,ගැඹුරු මුහුද (Gaburu Muhuda),ආතර් සී. ක්ලාක් - පරි. සිරිල් සී. පෙරේරා,පරිවර්තන,1250,9.78955E+12,/images/books/gaburu_muhuda.jpg,TRUE,0,4.5,"ගැඹුරු මුහුද, Gaburu Muhuda, Deep Range",70,Galle,29,15,89,72.9,Moderate Demand,,,,,,,,
10056856-0034,මිනිසත් උයන (Minisath Uyana),ඩෙස්මන්ඩ් මොරිස් - පරි. එස්. එම්. බන්දුසීල,පරිවර්තන,800,9.78955E+12,/images/books/minisath_uyana.jpg,TRUE,0,4.4,"මිනිසත් උයන, Minisath Uyana, The Human Zoo",82,Kandy,79,39,138.4,87.58,High Demand,,,,,,,,
10055548-0049,නිරුවත් වානරයා (Niruwath Wanaraya),ඩෙස්මන්ඩ් මොරිස් - පරි. එස්. එම්. බන්දුසීල,පරිවර්තන,800,9.78955E+12,/images/books/niruwath_wanaraya.jpg,TRUE,0,4.4,"නිරුවත් වානරයා, Niruwath Wanaraya, The Naked Ape",24,Colombo,77,33,114.8,74.86,Moderate Demand,,,,,,,,
10190566-0001,කාලයාගේ කැඩපත (Kalayage Kadapatha),අයෝධ්‍යා කොනාලි,විද්‍යා ප්‍රබන්ධ,600,9.78625E+12,/images/books/kalayage_kadapatha.jpg,TRUE,0,5,"කාලයාගේ කැඩපත, Kalayage Kadapatha, The Mirror of Time",94,Kandy,53,38,144.8,98.26,High Demand,,,,,,,,
10160300-0031,කාලවකාශයේ සිරකරුවා (Kalawakashaye Sirakaruwa),දමිත නිපුණාජිත්,විද්‍යා ප්‍රබන්ධ,1200,9.78956E+12,/images/books/kalawakashaye_sirakaruwa.jpg,TRUE,0,4.6,"කාලවකාශයේ සිරකරුවා, Kalawakashaye Sirakaruwa",66,Kandy,68,30,119.2,81.64,High Demand,,,,,,,,
10199116-0001,AI + මානව (AI + Manawa),හරේන්ද්‍ර යසස් ගමමැදගේ,විද්‍යා ප්‍රබන්ධ,550,9.78625E+12,/images/books/ai_plus_manawa.jpg,TRUE,0,4.8,"AI + මානව, AI + Manawa, හරේන්ද්‍ර යසස් ගමමැදගේ",97,Kandy,53,26,119.4,86.68,High Demand,,,,,,,,
10200996-0002,භික්ෂුවකගේ අසම්මත ප්‍රේමය,පූජ්‍ය පානදුරේ ආනන්ද හිමි,නවකතා (Novel),1250,9.78955E+12,/images/books/bhikshuwakage_asammatha_premaya.jpg,TRUE,0,4.6,"භික්ෂුවකගේ අසම්මත ප්‍රේමය, Forbidden Love of a Buddhist Monk",31,Kandy,52,40,132.2,86.34,High Demand,,,,,,,,
10097037-0023,ශෝෂා (Shosha),අයිසැක් බෂෙවිස් සින්ගර් - පරි. ගාමිණී වියන්ගොඩ,පරිවර්තන,1500,9.78955E+12,/images/books/shosha.jpg,TRUE,0,4.7,"ශෝෂා, Shosha, අයිසැක් බෂෙවිස් සින්ගර්",90,Colombo,46,21,107,81.2,High Demand,,,,,,,,
10136195-0033,විසේකාරී (Visekari),මාරියෝ වර්ගාස් යෝසා - පරි. ගාමිණී වියන්ගොඩ,පරිවර්තන,1500,9.78955E+12,/images/books/visekari.jpg,TRUE,0,4.9,"විසේකාරී, Visekari, The Bad Girl",68,Colombo,56,23,108.6,81.12,High Demand,,,,,,,,
10148910-0006,මායා බන්ධන (Maya Bandhana),ආතර් මිලර් - පරි. ගාමිණී වියන්ගොඩ,පරිවර්තන,400,9.78955E+12,/images/books/maya_bandhana.jpg,TRUE,0,3.9,"මායා බන්ධන, Maya Bandhana, The Crucible",81,Colombo,44,30,115.2,77.74,Moderate Demand,,,,,,,,
10136192-0008,ව්‍යවච්ඡේදකයා (Vyavachchedakaya),ෆෙඩරිකෝ අන්දහාසි - පරි. ගාමිණී වියන්ගොඩ,පරිවර්තන,950,9.78955E+12,/images/books/vyavachchedakaya.jpg,TRUE,0,5,"ව්‍යවච්ඡේදකයා, Vyavachchedakaya, The Anatomist",61,Kandy,61,20,102.2,78.44,Moderate Demand,,,,,,,,
10136194-0005,සිසිරයේ රැයක මගියෙකු... නම්,ඉටාලෝ කැල්විනෝ - පරි. ගාමිණී වියන්ගොඩ,පරිවර්තන,900,9.78955E+12,/images/books/sisiraye_rayaka_magiyeku_nam.jpg,TRUE,0,4.4,"සිසිරයේ රැයක මගියෙකු නම්, If On A Winter's Night A Traveller",52,Kandy,65,40,134.4,85.58,High Demand,,,,,,,,
10106501-0080,කොලරා කාලේ ආලේ (Kolara Kale Ale),ගේබ්‍රියෙල් ගාර්ෂියා මාර්කේස් - පරි. ගාමිණී වියන්ගොඩ,පරිවර්තන,1750,9.78955E+12,/images/books/kolara_kale_ale.jpg,TRUE,0,5,"කොලරා කාලේ ආලේ, Kolara Kale Ale, Love in the Time of Cholera",108,Galle,27,18,107.6,86.82,High Demand,,,,,,,,
10045941-0045,වෙරෝනිකා මැරෙන්න තීරණය කරයි,පවුලෝ කොයියෝ - පරි. ගාමිණී වියන්ගොඩ,පරිවර්තන,850,9.78955E+12,/images/books/veronika_marenna_theeranaya_karayi.jpg,TRUE,0,4.7,"වෙරෝනිකා මැරෙන්න තීරණය කරයි, Veronika Decides to Die",46,Galle,35,37,130.2,88.94,High Demand,,,,,,,,
10135138-0010,රෑ මාතා (Rae Matha),කර්ට් වොනෙගට් - පරි. ගාමිණී වියන්ගොඩ,පරිවර්තන,1050,9.78955E+12,/images/books/rae_matha.jpg,TRUE,0,4,"රෑ මාතා, Rae Matha, Mother Night",46,Galle,31,31,111.2,76.14,Moderate Demand,,,,,,,,
10186675-0009,ඒවා ලූනා (Eva Luna),ඉසබෙල් අයියන්දේ - පරි. ගාමිණී වියන්ගොඩ,පරිවර්තන,1250,9.78955E+12,/images/books/eva_luna.jpg,TRUE,0,3.9,"ඒවා ලූනා, Eva Luna, ඉසබෙල් අයියන්දේ",33,Galle,36,4,53.6,51.02,Moderate Demand,,,,,,,,
10146806-0013,අනුන්ගේ ලේ (Anunge Le),සිමෝන් ද බෝවා - පරි. ගාමිණී වියන්ගොඩ,පරිවර්තන,600,9.78955E+12,/images/books/anunge_le.jpg,TRUE,0,4.1,"අනුන්ගේ ලේ, Anunge Le, Blood Of Others",100,Galle,71,30,121,80.1,High Demand,,,,,,,,
10195952-0001,කුමුදිනී (Kumudini),රබීන්ද්‍රනාත් තාගෝර් - පරි. ආනන්ද අමරසිරි,පරිවර්තන,1600,9.78625E+12,/images/books/kumudini.jpg,TRUE,0,4.2,"කුමුදිනී, Kumudini, Yogayog",61,Colombo,55,4,62.2,56.64,Moderate Demand,,,,,,,,
10192588-0002,වෙළඳසලේ අහිංසකාවිය,වැන්ඩා ඊ. බෲන්ස්ටෙටර් - පරි. එන්. ජී. විජේරත්න,පරිවර්තන,1500,9.78625E+12,/images/books/weladasale_ahinsakawiya.jpg,TRUE,0,4.9,"වෙළඳසලේ අහිංසකාවිය, The Storekeeper's Daughter",116,Galle,52,34,140.2,97.04,High Demand,,,,,,,,
10185772-0006,කහ උණ 1793 (Kaha Una 1793),ලෝරී හාල්ස් ඇන්ඩර්සන් - පරි. එන්. ජී. විජේරත්න,පරිවර්තන,975,9.78625E+12,/images/books/kaha_una_1793.jpg,TRUE,0,4.4,"කහ උණ 1793, Kaha Una 1793, Fever 1793",39,Kandy,46,18,87.8,68.06,Moderate Demand,,,,,,,,
10192589-0001,සෙල්ලම් වයසේදී සෙල්ලුන් අතරට,එලනි කෲගර් - පරි. එන්. ජී. විජේරත්න,පරිවර්තන,1200,9.78625E+12,/images/books/sellam_wayasedi_sellun_atharata.jpg,TRUE,0,5,"සෙල්ලම් වයසේදී සෙල්ලුන් අතරට, From Playground to Prostitute",54,Galle,54,8,76.8,68.56,Moderate Demand,,,,,,,,
10189008-0001,කාඩ් කුට්ටමේ කවටයා,ජේම්ස් හැඩ්ලි චේස් - පරි. එන්. ජී. විජේරත්න,පරිවර්තන,1250,9.78625E+12,/images/books/card_kuttame_kawataya.jpg,TRUE,0,3.9,"කාඩ් කුට්ටමේ කවටයා, Card Kuttame Kawataya",26,Galle,77,19,82.2,57.94,Moderate Demand,,,,,,,,
10189007-0003,ආසියා මගේ අතේ (Asiya Mage Athe),ජේම්ස් හැඩ්ලි චේස් - පරි. එන්. ජී. විජේරත්න,පරිවර්තන,1250,9.78625E+12,/images/books/asiya_mage_athe.jpg,TRUE,0,4.6,"ආසියා මගේ අතේ, Asiya Mage Athe, An Ace Up My Sleeve",32,Galle,70,9,70.4,59.88,Moderate Demand,,,,,,,,
10189009-0001,තුරුම්පු මගේ අතේ (Thurumpu Mage Athe),ජේම්ස් හැඩ්ලි චේස් - පරි. එන්. ජී. විජේරත්න,පරිවර්තන,1250,9.78625E+12,/images/books/thurumpu_mage_athe.jpg,TRUE,0,4.3,"තුරුම්පු මගේ අතේ, Thurumpu Mage Athe, I Hold The Four Aces",104,Kandy,67,1,65.8,60.26,Moderate Demand,,,,,,,,
10195984-0002,ඇබී (Abby) - The Quilter's Daughter,වැන්ඩා ඊ. බෲන්ස්ටෙටර් - පරි. එන්. ජී. විජේරත්න,පරිවර්තන,1500,9.78625E+12,/images/books/abby_the_quilters_daughter.jpg,TRUE,0,3.9,"ඇබී, Abby, The Quilter's Daughter",48,Kandy,60,15,78.6,59.52,Moderate Demand,,,,,,,,
10195983-0001,වයිල්ඩ්ෆෙල් මන්දිරයේ නේවාසිකාවිය,ඈන් බ්‍රොන්ටේ - පරි. එන්. ජී. විජේරත්න,පරිවර්තන,700,9.78625E+12,/images/books/the_tenant_of_wildfell_hall.jpg,TRUE,0,4.9,"වයිල්ඩ්ෆෙල් මන්දිරයේ නේවාසිකාවිය, The Tenant of Wildfell Hall",105,Colombo,20,22,114,89.1,High Demand,,,,,,,,
10190928-0001,අවුෂ්විටිස් හි සොයුරියෝ (The Sisters of Auschwitz),රොක්සාන් වැන් ඉපරන් - පරි. ප්‍රදීප් කුමාර බාලසූරිය,පරිවර්තන,1900,9.78625E+12,/images/books/the_sisters_of_auschwitz.jpg,TRUE,0,4.1,"අවුෂ්විටිස් හි සොයුරියෝ, The Sisters of Auschwitz",47,Colombo,67,26,102.4,69.88,Moderate Demand,,,,,,,,
10191549-0002,දුරගිය තරමක් (Duragiya Tharamak),සුදීප් නගාර්කර් - පරි. ප්‍රදීප් කුමාර බාලසූරිය,පරිවර්තන,1100,9.78625E+12,/images/books/duragiya_tharamak.jpg,TRUE,0,5,"දුරගිය තරමක්, Duragiya Tharamak, It Started With A Friend Request",26,Kandy,51,19,93.2,73.74,Moderate Demand,,,,,,,,
10185824-0002,ඔබ මගේ මුරපදේ (Oba Mage Murapade),සුදීප් නගාර්කර් - පරි. ප්‍රදීප් කුමාර බාලසූරිය,පරිවර්තන,750,9.78625E+12,/images/books/oba_mage_murapade.jpg,TRUE,0,3.6,"ඔබ මගේ මුරපදේ, Oba Mage Murapade",83,Colombo,45,22,96.6,67.92,Moderate Demand,,,,,,,,
10141588-0029,කිරිගරුඬ අහස යට (Kirigaruda Ahasa Yata),ජෝන් ෂෝර්ස් - පරි. ප්‍රදීප් කුමාර බාලසූරිය,පරිවර්තන,840,9.78956E+12,/images/books/kirigaruda_ahasa_yata.jpg,TRUE,0,5,"කිරිගරුඬ අහස යට, Kirigaruda Ahasa Yata",80,Kandy,64,37,140,94.4,High Demand,,,,,,,,
10200470-0001,දැනගත යුතුමයි (Danagatha Yuthumayi),කැරන් ක්ලීව්ලන්ඩ් - පරි. ප්‍රදීප් කුමාර බාලසූරිය,පරිවර්තන,850,9.78625E+12,/images/books/danagatha_yuthumayi.jpg,TRUE,0,4.2,"දැනගත යුතුමයි, Danagatha Yuthumayi, Need to Know",45,Colombo,22,34,119,81.7,High Demand,,,,,,,,
10189451-0001,මැඩම් ලියැන්ගේ දියණියෝ,පර්ල් එස්. බක් - පරි. ප්‍රියංවදා ඇම්. බන්දුචන්ද්‍ර,පරිවර්තන,1300,9.78624E+12,/images/books/madam_liyange_diyaniyo.jpg,TRUE,0,3.8,"මැඩම් ලියැන්ගේ දියණියෝ, The Three Daughters of Madame Liang",49,Galle,44,20,87.8,64.06,Moderate Demand,,,,,,,,
10196466-0001,යළිත් යාපනයට (Yalith Yapanayata),ෂෝන්-පෝල් ෆෝර් - පරි. මොහාන් ධර්මරත්න,පරිවර්තන,890,9.78625E+12,/images/books/yalith_yapanayata.jpg,TRUE,0,3.9,"යළිත් යාපනයට, Yalith Yapanayata, Retour à Jaffna",50,Galle,44,18,85,63.8,Moderate Demand,,,,,,,,
10189312-0001,ගැබෝ ජාරා (Gabo Djara),බී. වොන්ගර් - පරි. මාලිනී ගෝවින්නගේ,පරිවර්තන,990,9.78955E+12,/images/books/gabo_djara.jpg,TRUE,0,3.6,"ගැබෝ ජාරා, Gabo Djara, බී. වොන්ගර්",25,Kandy,60,7,55,46.3,Low Demand,,,,,,,,
10055318-0136,බ්‍රෝහියර් දුටු ලංකාව,ආර්. එල්. බ්‍රෝහියර් - පරි. අභය හේවාවසම්,පරිවර්තන,1200,9.78956E+12,/images/books/brohier_dutu_lankawa.jpg,TRUE,0,4.8,"බ්‍රෝහියර් දුටු ලංකාව, Brohier Dutu Lankawa, Seeing Ceylon",79,Kandy,97,33,129.8,85.36,High Demand,,,,,,,,
