singlish,sinhala
cadhaphatha,කැඩපත
cahdhahpahthah,කැඩපත
cadhhappatha,කැඩපත
caddhapattha,කැඩපත
caedhaepaethae,කැඩපත
cadhappattha,කැඩපත
caedhaeepaethae,කැඩපත
cadddhapatha,කැඩපත
caadhhaapaathaa,කැඩපත
caadhaapaathaa,කැඩපත
ccahdhahpahthah,කැඩපත
cadhapattha,කැඩපත
caadaapaaathaa,කැඩපත
cadaapattha,කැඩපත
caedaepaethaee,කැඩපත
caddapaatha,කැඩපත
cadaphathaa,කැඩපත
caedaepaetaee,කැඩපත
caddaphata,කැඩපත
cadapathaa,කැඩපත
caadappata,කැඩපත
cadapattta,කැඩපත
cahdahhpahtah,කැඩපත
caddepattha,කැඩපත
cadeapatha,කැඩපත
cadeppatha,කැඩපත
cadeeapatha,කැඩපත
cadhhepatha,කැඩපත
cadepatthha,කැඩපත
cadeepatha,කැඩපත
caedepaeethae,කැඩපත
caedepaethae,කැඩපත
caadepaathaa,කැඩපත
cadepattha,කැඩපත
cadhepatha,කැඩපත
cadephatha,කැඩපත
cadeeppatha,කැඩපත
caddepatha,කැඩපත
ccahdepahthah,කැඩපත
caadepaatthaa,කැඩපත
cadepathha,කැඩපත
cahdepahthah,කැඩපත
cadeepathha,කැඩපත
cadephattha,කැඩපත
cadeppathha,කැඩපත
trraenyae,තරණය
ttranyaa,තරණය
trahhnyah,තරණය
ttraanyaa,තරණය
thraaanyaa,තරණය
tthrannya,තරණය
thraennyae,තරණය
thhrranya,තරණය
thrahhnyah,තරණය
shyeetala,සීතල
shietaahlah,සීතල
shiettala,සීතල
shiieetala,සීතල
shyetala,සීතල
shhietalla,සීතල
shieatala,සීතල
shiietala,සීතල
sshietala,සීතල
shietaalaa,සීතල
shhietala,සීතල
shieaatala,සීතල
shietaellae,සීතල
shietahlah,සීතල
shietaelae,සීතල
shiettalla,සීතල
shietaalaaa,සීතල
shieetala,සීතල
sshietalaa,සීතල
shieetaala,සීතල
shhyetaala,සීතල
shhieetahlah,සීතල
shhhiietala,සීතල
shhieaatala,සීතල
shhiettala,සීතල
shhyetala,සීතල
sshhhietala,සීතල
shhiietala,සීතල
shhietaalaa,සීතල
shhiettalaa,සීතල
shhhieetala,සීතල
sshhietaelae,සීතල
shhhietala,සීතල
sshhietala,සීතල
shhieatala,සීතල
shhhiettala,සීතල
shhhiethala,සීතල
shhieetala,සීතල
shhietahlah,සීතල
shhietaelae,සීතල
shhieetaalaa,සීතල
wisaaanndumaa,විසඳුම
wiisanndumma,විසඳුම
wisaaenndumae,විසඳුම
vvisannduma,විසඳුම
wissannduuma,විසඳුම
wissanndduma,විසඳුම
wissahnndumah,විසඳුම
mohothhah,මොහොත
mohootthha,මොහොත
mohotthhae,මොහොත
mouhouthha,මොහොත
mohoothhaa,මොහොත
mohothhaa,මොහොත
moohothhha,මොහොත
moohoothhha,මොහොත
mohothha,මොහොත
moohoothha,මොහොත
mohothhae,මොහොත
mohhothhah,මොහොත
moouhouthha,මොහොත
mohothhha,මොහොත
mohotthha,මොහොත
mohoothha,මොහොත
mohottha,මොහොත
moohhootha,මොහොත
mohothaa,මොහොත
moohothah,මොහොත
mohothae,මොහොත
mmohottha,මොහොත
mohothaae,මොහොත
mohothah,මොහොත
mohhothaa,මොහොත
mouhoutha,මොහොත
moohootha,මොහොත
kndollah,කඳුළ
kndolaaa,කඳුළ
knddola,කඳුළ
kkndola,කඳුළ
kndolaae,කඳුළ
kndoula,කඳුළ
kndolae,කඳුළ
kndolah,කඳුළ
kndolaa,කඳුළ
kkndoula,කඳුළ
kndhola,කඳුළ
chndola,කඳුළ
kkndhola,කඳුළ
kknndola,කඳුළ
cndolla,කඳුළ
kndola,කඳුළ
kkndoola,කඳුළ
cndola,කඳුළ
knddolaa,කඳුළ
chndolla,කඳුළ
shhaanddhaa,සඳ
shhaandhaa,සඳ
shhaendhaae,සඳ
shhahndhah,සඳ
shhahndhaah,සඳ
shhandhha,සඳ
sshhandha,සඳ
shhaendhae,සඳ
shhandddha,සඳ
shhhhandha,සඳ
shhhandhha,සඳ
sshhandhaa,සඳ
shaanddha,සඳ
shaendhaae,සඳ
sshandhha,සඳ
sshanddha,සඳ
traasshhaajaanaakaa,ත්‍රාසජනක
trahshhahjahnahkkah,ත්‍රාසජනක
thrashhajanakaa,ත්‍රාසජනක
trashhhajjanaka,ත්‍රාසජනක
trashhajjanakka,ත්‍රාසජනක
trashhajaanacha,ත්‍රාසජනක
ttrashhaajanaka,ත්‍රාසජනක
trasshhhajanaka,ත්‍රාසජනක
traaeshhaejaenaekae,ත්‍රාසජනක
thrahshhhahjahnahkah,ත්‍රාසජනක
tthrashhhajanakaa,ත්‍රාසජනක
thrashhhhajanakka,ත්‍රාසජනක
thrashhhajanakka,ත්‍රාසජනක
thrashhhhajanaka,ත්‍රාසජනක
thrrahshhhahjahnahkah,ත්‍රාසජනක
thraeshhhaejaenaekaae,ත්‍රාසජනක
thhrrashhhajanaka,ත්‍රාසජනක
thrassshhhajanaka,ත්‍රාසජනක
thraeshhhaejaenaekae,ත්‍රාසජනක
thraashhhaajaanaakaa,ත්‍රාසජනක
thrashhhajanacha,ත්‍රාසජනක
thrashhhhajanacha,ත්‍රාසජනක
thrashhhajjanaca,ත්‍රාසජනක
thraashhhhaajaanaakaa,ත්‍රාසජනක
trashhhajjanaca,ත්‍රාසජනක
trahshhhahjahnahkah,ත්‍රාසජනක
traeshhhaejaaenaekae,ත්‍රාසජනක
trashhhajanakka,ත්‍රාසජනක
traeshhhaejaenaekae,ත්‍රාසජනක
ttrashhhajanaka,ත්‍රාසජනක
ttrrashhhajanaka,ත්‍රාසජනක
traashhhhaajaanaakaa,ත්‍රාසජනක
trashhhhajannaka,ත්‍රාසජනක
trahshhhahjahnaahkah,ත්‍රාසජනක
traashhhaajaanaakaa,ත්‍රාසජනක
thrashhhajannaka,ත්‍රාසජනක
trashhhajanacha,ත්‍රාසජනක
traashhhajanacha,ත්‍රාසජනක
trassshhhajanaka,ත්‍රාසජනක
trashhhaajanakka,ත්‍රාසජනක
trsajannaca,ත්‍රාසජනක
trsaajaanaaakaa,ත්‍රාසජනක
ttrsajanakka,ත්‍රාසජනක
trsajanachha,ත්‍රාසජනක
ttrshajanaka,ත්‍රාසජනක
trsajanaakka,ත්‍රාසජනක
trsahjahhnahkah,ත්‍රාසජනක
trshajanakkka,ත්‍රාසජනක
trshajanakka,ත්‍රාසජනක
trsshajannaka,ත්‍රාසජනක
trshaajjaanaakaa,ත්‍රාසජනක
trsshahjahnahkah,ත්‍රාසජනක
trshaajanaca,ත්‍රාසජනක
trshaajaanaakaa,ත්‍රාසජනක
ttrsshajanaka,ත්‍රාසජනක
trshaejaenaeekae,ත්‍රාසජනක
trshahjahnahkah,ත්‍රාසජනක
trshaejaenaekae,ත්‍රාසජනක
trshajanaacha,ත්‍රාසජනක
trshajanacha,ත්‍රාසජනක
niihannnndha,නිහඬ
nyhannnndha,නිහඬ
nihaennndhaae,නිහඬ
nihhaannndhaa,නිහඬ
nihannnddhha,නිහඬ
nndhooraa,අඳුර
nndhououra,අඳුර
nndhoooora,අඳුර
nnnddhoora,අඳුර
nndhoorae,අඳුර
nndhoorah,අඳුර
nnddhoora,අඳුර
nndhoora,අඳුර
nndhooraaa,අඳුර
nnndhoorae,අඳුර
nndhoorahh,අඳුර
nndhoououra,අඳුර
nndhhoora,අඳුර
nnddhoooora,අඳුර
nnndhhoora,අඳුර
nndhura,අඳුර
nnndhuura,අඳුර
nnddhurae,අඳුර
nndhuraa,අඳුර
nnndhuraa,අඳුර
nnndhhura,අඳුර
nnddhurah,අඳුර
nnddhura,අඳුර
nndhhura,අඳුර
nnnddhura,අඳුර
nndhurah,අඳුර
nndhurae,අඳුර
ggahtahluwah,ගැටලුව
gattaluwwa,ගැටලුව
gaataluuwa,ගැටලුව
gaetaeluwaae,ගැටලුව
gattaloowa,ගැටලුව
gataaluva,ගැටලුව
ggataluuwa,ගැටලුව
ghaataluwa,ගැටලුව
gaathaaloowaa,ගැටලුව
ggathaloowaa,ගැටලුව
gatthhaloowa,ගැටලුව
gathalououwa,ගැටලුව
gahthahloowah,ගැටලුව
gaathaaloowwaa,ගැටලුව
gahthahloowahh,ගැටලුව
gathalloooowa,ගැටලුව
gaethaeeloowae,ගැටලුව
gathaloooowa,ගැටලුව
gatthalloowa,ගැටලුව
ghathaloowa,ගැටලුව
gatthalououwa,ගැටලුව
gatthaloowa,ගැටලුව
gaethaeloowae,ගැටලුව
ghatthaloowa,ගැටලුව
ggattaloowa,ගැටලුව
gahtahloowah,ගැටලුව
gatalooooowa,ගැටලුව
gatalououwa,ගැටලුව
gatalouuouwa,ගැටලුව
gattaloowwa,ගැටලුව
gaetaeloowaee,ගැටලුව
gaataaloowaa,ගැටලුව
gaattaaloowaa,ගැටලුව
ghaataloowa,ගැටලුව
ghataloowa,ගැටලුව
gahtahlooowah,ගැටලුව
gathalloowa,ගැටලුව
gataloooowa,ගැටලුව
ggathalluva,ගැටලුව
ghathaluvva,ගැටලුව
gaethaeeluvae,ගැටලුව
gathaaloova,ගැටලුව
gatthaluvaa,ගැටලුව
ggahthahluvah,ගැටලුව
gaataluwa,ගැටලුව
gattaloova,ගැටලුව
gattaaluva,ගැටලුව
gghataluva,ගැටලුව
gahtahluvahh,ගැටලුව
gaataaluvaaa,ගැටලුව
gaetaeeluvae,ගැටලුව
vvrucyaa,වෘකයා
vruucya,වෘකයා
vrucyae,වෘකයා
vruucyaa,වෘකයා
vrucyah,වෘකයා
vvroocya,වෘකයා
vrucyaa,වෘකයා
vruccyah,වෘකයා
vroocya,වෘකයා
vrrucyae,වෘකයා
miedhoma,මීදුම
miedhooma,මීදුම
myeddhoma,මීදුම
miedhomae,මීදුම
mieddhooma,මීදුම
mieddhomma,මීදුම
myedhoma,මීදුම
miedhomah,මීදුම
mmiedhouma,මීදුම
miiedhoma,මීදුම
mieddhoma,මීදුම
mieadhoma,මීදුම
mieedhoma,මීදුම
mieadhomaa,මීදුම
mieedhomma,මීදුම
miedhomaa,මීදුම
miedhhomaa,මීදුම
mieedhomae,මීදුම
miieedhoma,මීදුම
miedhommah,මීදුම
miedhouma,මීදුම
miedhhoma,මීදුම
shttut,සතුට
stoott,සතුට
sstutt,සතුට
stthuth,සතුට
stttutt,සතුට
senppptiya,සෙන්පතියා
seenptyya,සෙන්පතියා
senpphtiya,සෙන්පතියා
sennptiyae,සෙන්පතියා
ssenpttiya,සෙන්පතියා
senpptiyah,සෙන්පතියා
seenptiyaa,සෙන්පතියා
senptiyaaa,සෙන්පතියා
tthieethaia,අතීතය
thieethaia,අතීතය
thiiethaiia,අතීතය
thiietthaiia,අතීතය
thhieathaia,අතීතය
thiethaeiae,අතීතය
thiethaaaiaa,අතීතය
thiethaeiaae,අතීතය
thiethaaiaa,අතීතය
thiethahhiah,අතීතය
tthietthaia,අතීතය
thiethaia,අතීතය
thieathaia,අතීතය
thhiethhaia,අතීතය
ttthietthaia,අතීතය
thhiethhaiia,අතීතය
thiethahiah,අතීතය
ttietthhaia,අතීතය
tyeethaya,අතීතය
tiethahiah,අතීතය
tiethaaeiae,අතීතය
tiethaaiaaa,අතීතය
tieathaia,අතීතය
tiieethaiia,අතීතය
tiiethaiia,අතීතය
tiethaia,අතීතය
tieethaia,අතීතය
tieathaiaa,අතීතය
tieeethaia,අතීතය
thiethhaia,අතීතය
tiethahiaah,අතීතය
tiethaaiaa,අතීතය
thiethhaaia,අතීතය
ttietthaia,අතීතය
tiethaeiae,අතීතය
prymaya,ප්‍රේමය
primaaiaa,ප්‍රේමය
phrimaia,ප්‍රේමය
primmaaiaa,ප්‍රේමය
prymmaya,ප්‍රේමය
priimahiah,ප්‍රේමය
phrimaiaa,ප්‍රේමය
ppprimaia,ප්‍රේමය
pprimaia,ප්‍රේමය
primaeiae,ප්‍රේමය
priimaiia,ප්‍රේමය
primaaeiae,ප්‍රේමය
primaia,ප්‍රේමය
primahiah,ප්‍රේමය
priimaiiaa,ප්‍රේමය
jiiieweya,ජීවියා
jieweya,ජීවියා
jieweyaee,ජීවියා
jieeweeya,ජීවියා
jiieaweaya,ජීවියා
jjieveya,ජීවියා
jyeweya,ජීවියා
jieeweyah,ජීවියා
jieeeweeya,ජීවියා
jiieweya,ජීවියා
jieaweaya,ජීවියා
jieweyah,ජීවියා
jieweyae,ජීවියා
jieveya,ජීවියා
jyeweyaa,ජීවියා
jieeweyaa,ජීවියා
jieweyaa,ජීවියා
mdhhyamma,මධ්‍යම
mdhhiiama,මධ්‍යම
mdhhiiiama,මධ්‍යම
mddhhiaama,මධ්‍යම
mdhhiahmahh,මධ්‍යම
mdhhhiama,මධ්‍යම
mdhhiaamaa,මධ්‍යම
mmdhhiaamaa,මධ්‍යම
mdhhiaemae,මධ්‍යම
mddhhhiama,මධ්‍යම
mddhhiaemae,මධ්‍යම
mdhhiahmah,මධ්‍යම
mddhhiama,මධ්‍යම
ssuyuriyae,සොහොයුරිය
suyuriiyah,සොහොයුරිය
suyuriiyya,සොහොයුරිය
ssuyuriyya,සොහොයුරිය
aeeami,අහිමි
aeami,අහිමි
aemii,අහිමි
aeemi,අහිමි
aemi,අහිමි
aemy,අහිමි
aaemy,අහිමි
aaemmi,අහිමි
aaemii,අහිමි
aeeemi,අහිමි
aaemi,අහිමි
wahibiindhhhuu,වැහිබිඳු
wahibindhhhhhu,වැහිබිඳු
waahibindhhhuu,වැහිබිඳු
wahibiinddhhhu,වැහිබිඳු
wahibindhhhhoo,වැහිබිඳු
wahibindhhhoo,වැහිබිඳු
wahibinddhhhu,වැහිබිඳු
wahybyndhhhu,වැහිබිඳු
wahibindhhhhu,වැහිබිඳු
waehibinddhhhu,වැහිබිඳු
wahhibinddhhhu,වැහිබිඳු
wahiibiiindhhhu,වැහිබිඳු
wahybynddhhhu,වැහිබිඳු
wahiibiindhhhu,වැහිබිඳු
wahhibindhhhu,වැහිබිඳු
vaehiibindhhhu,වැහිබිඳු
vahibindhhhhhu,වැහිබිඳු
vahibiinddhhhu,වැහිබිඳු
vahybynddhhhu,වැහිබිඳු
vahibindhhhuu,වැහිබිඳු
vaahibindhhhhu,වැහිබිඳු
vahibindhhhuuu,වැහිබිඳු
vaahibindhhhu,වැහිබිඳු
vvahibindhhhoo,වැහිබිඳු
vahhibinddhhhu,වැහිබිඳු
vahibinddhhhu,වැහිබිඳු
wahiibindhhhu,වැහිබිඳු
vahiibbiindhhhu,වැහිබිඳු
vahiibiindhhhu,වැහිබිඳු
abbhearahash,අභිරහස්
abheeerahash,අභිරහස්
aabherraahaash,අභිරහස්
ahbheerahhahsh,අභිරහස්
aebheraeehaesh,අභිරහස්
aebheraehaes,අභිරහස්
abherahhash,අභිරහස්
aabhheraahaas,අභිරහස්
abherahass,අභිරහස්
abhearahas,අභිරහස්
abherahas,අභිරහස්
ahbherahhaahs,අභිරහස්
abheerahas,අභිරහස්
aabheraahaas,අභිරහස්
aabherahass,අභිරහස්
abbheerahas,අභිරහස්
aebheraaehaes,අභිරහස්
abhearaahas,අභිරහස්
ahbherahhahs,අභිරහස්
ahahloccahyah,ආලෝකය
aaloucaya,ආලෝකය
aaaloucaya,ආලෝකය
aeaelocaeyae,ආලෝකය
aaaloocaya,ආලෝකය
aeaelocaaeyae,ආලෝකය
aaloocaya,ආලෝකය
ahahlocahyah,ආලෝකය
aaaalocaaayaa,ආලෝකය
aaaalocaayaa,ආලෝකය
kuumariiya,කුමරිය
kumaaariyaa,කුමරිය
kumaeriiyae,කුමරිය
kkummariya,කුමරිය
kkoomariya,කුමරිය
kumahriyyah,කුමරිය
cchumariya,කුමරිය
kumariiyaa,කුමරිය
kndookaaraayaa,කඳුකරය
kkndoookkaraya,කඳුකරය
kndookahrrahyah,කඳුකරය
kndookaeraeyae,කඳුකරය
chndoocharaaya,කඳුකරය
kndoooookaraya,කඳුකරය
cndoocaraya,කඳුකරය
kkndookkaraya,කඳුකරය
kndookahrahyah,කඳුකරය
chndoocharaya,කඳුකරය
kndookaeraeeyae,කඳුකරය
kndououkaraya,කඳුකරය
kndookaaraaayaa,කඳුකරය
kndououkarayya,කඳුකරය
ccndoocaraya,කඳුකරය
kndooookaraya,කඳුකරය
knddookaraya,කඳුකරය
kndddookaraya,කඳුකරය
knduukaaraya,කඳුකරය
chnducharaaya,කඳුකරය
kndukaaeraeyae,කඳුකරය
kkndukkaaraya,කඳුකරය
kndoookaraya,කඳුකරය
kndukaaaraayaa,කඳුකරය
kndukahhrahyah,කඳුකරය
sthhahnah,සටන
sthhhana,සටන
sttthhana,සටන
sthhaahnah,සටන
sthhaenae,සටන
sthhhaenae,සටන
sthhaanaa,සටන
sssthhana,සටන
ssthhaanaa,සටන
shthhhana,සටන
ssthhana,සටන
sthhhanaa,සටන
ssthaana,සටන
sthhaana,සටන
ssthahnah,සටන
sthaanaaa,සටන
sshudhu,සුදු
suuddhuu,සුදු
ssudhhu,සුදු
ghahhaniya,ගැහැනිය
gaahhahniyah,ගැහැනිය
gahhaniiya,ගැහැනිය
ggahaniyaa,ගැහැනිය
gaehaeniiyae,ගැහැනිය
gaahaanniyaa,ගැහැනිය
apharradaea,අපරාධය
aaparaddaea,අපරාධය
aparadaea,අපරාධය
appparadaea,අපරාධය
aparadaeea,අපරාධය
aapaaraadaaeaa,අපරාධය
aepaaeraedaeeae,අපරාධය
aaparadaeea,අපරාධය
apparadaea,අපරාධය
aapaaraadaaeaaa,අපරාධය
aepaeraedaeeae,අපරාධය
apharadaea,අපරාධය
aparaddaea,අපරාධය
aparaddaeaa,අපරාධය
ahpahrahdaheahh,අපරාධය
ahpahrahdaheah,අපරාධය
aparadaeaa,අපරාධය
aparadheea,අපරාධය
aparaddeaa,අපරාධය
aparadhea,අපරාධය
aapparadea,අපරාධය
aparadeaaa,අපරාධය
ahpahrahddeah,අපරාධය
apharadea,අපරාධය
aparadeea,අපරාධය
apparadea,අපරාධය
aapaaaraadeaa,අපරාධය
ahpahrahdeah,අපරාධය
aapaaraadeaa,අපරාධය
aparaddea,අපරාධය
aparadeaa,අපරාධය
aepaeraedeaee,අපරාධය
aphaaradea,අපරාධය
aepaeraedeae,අපරාධය
aparadea,අපරාධය
aparaadeea,අපරාධය
appaaradhaea,අපරාධය
aparadddhaea,අපරාධය
aaapaaraadhaaeaa,අපරාධය
ahpahrahdhaheaah,අපරාධය
aepaeraeddhaeeae,අපරාධය
apparadhhaea,අපරාධය
aparadhaeeea,අපරාධය
iroo,හිරු
yru,හිරු
iiru,හිරු
iru,හිරු
iruu,හිරු
iiroo,හිරු
yyru,හිරු
irruu,හිරු
iiiru,හිරු
kanndhokarraya,කඳුකරය
kaanndokaaraayaa,කඳුකරය
kanndoukaraya,කඳුකරය
kaenndokaeraeyaae,කඳුකරය
kaanndookaraya,කඳුකරය
kanndhokaraya,කඳුකරය
kkanndokkaraya,කඳුකරය
kanndoukaraaya,කඳුකරය
channdocharaya,කඳුකරය
kaenndokaeraeyae,කඳුකරය
kkanndokkarayya,කඳුකරය
kannddokaraya,කඳුකරය
channdochharaya,කඳුකරය
canndocarayaa,කඳුකරය
kanndokaraya,කඳුකරය
kahnndokahrahyah,කඳුකරය
kaanndokaaraaayaa,කඳුකරය
kahnnddokahrahyah,කඳුකරය
wisaenddumae,විසඳුම
wwissanduma,විසඳුම
vissanduma,විසඳුම
wiisahndumah,විසඳුම
wisanduumaa,විසඳුම
wiisandhooma,විසඳුම
wisahndoomah,විසඳුම
wiisandooma,විසඳුම
wisaandoomaaa,විසඳුම
wissandooma,විසඳුම
wisandououmaa,විසඳුම
wisaandoomaa,විසඳුම
wisaendoomaee,විසඳුම
wisandddooma,විසඳුම
wisandooooma,විසඳුම
wisaendoomae,විසඳුම
wisandoooomma,විසඳුම
wisanddooma,විසඳුම
wissandoomma,විසඳුම
wisandououma,විසඳුම
wyysandooma,විසඳුම
wisahndoomahh,විසඳුම
wysandooma,විසඳුම
wiiisandooma,විසඳුම
visandoooma,විසඳුම
jyghraanaya,ජයග්‍රහණය
jygraeaenaeyae,ජයග්‍රහණය
jyggraanayya,ජයග්‍රහණය
jygrahahnahyah,ජයග්‍රහණය
jygrahhahnahyah,ජයග්‍රහණය
jyggraanaya,ජයග්‍රහණය
jygraaaanaayaaa,ජයග්‍රහණය
jygraaaanaayaa,ජයග්‍රහණය
jygraaeaenaeyae,ජයග්‍රහණය
jygraanaya,ජයග්‍රහණය
jjyghraanaya,ජයග්‍රහණය
biiejiia,බීජය
biejiiae,බීජය
biejjiaa,බීජය
biiiejiia,බීජය
biejiaa,බීජය
bieejia,බීජය
biiejiah,බීජය
bieejiia,බීජය
bieajia,බීජය
bieajiaa,බීජය
biejia,බීජය
biejiae,බීජය
biejiah,බීජය
balaaporothhthuwa,බලාපොරොත්තුව
balapoooroothhthuva,බලාපොරොත්තුව
baelaaeporothhthuvae,බලාපොරොත්තුව
baahlahporothhthuvah,බලාපොරොත්තුව
balapporothhthoova,බලාපොරොත්තුව
balapourouuthhthuva,බලාපොරොත්තුව
balaaporothhthuuva,බලාපොරොත්තුව
balappporoththoova,බලාපොරොත්තුව
balaphoroththoova,බලාපොරොත්තුව
balaporotthtthooova,බලාපොරොත්තුව
balapoorooththoooova,බලාපොරොත්තුව
bahlahporothtthoovah,බලාපොරොත්තුව
baelaeeporoththoovae,බලාපොරොත්තුව
balaporotthtthoova,බලාපොරොත්තුව
baelaeporoththoovae,බලාපොරොත්තුව
baalaaporoththoovaa,බලාපොරොත්තුව
baalaapporoththoovaa,බලාපොරොත්තුව
baalaphoroththoova,බලාපොරොත්තුව
balapouroutththououva,බලාපොරොත්තුව
balapourouththououva,බලාපොරොත්තුව
balapooorooththoooova,බලාපොරොත්තුව
bahlahporoththoovah,බලාපොරොත්තුව
balaporothhthhoovaa,බලාපොරොත්තුව
balapporoththoova,බලාපොරොත්තුව
balappporoththuva,බලාපොරොත්තුව
balaporoththuuuva,බලාපොරොත්තුව
baalaaporoththuvaaa,බලාපොරොත්තුව
baaelaeporoththuvae,බලාපොරොත්තුව
bahlahporoththuvahh,බලාපොරොත්තුව
balaporoththoovaa,බලාපොරොත්තුව
ballapourouththuva,බලාපොරොත්තුව
balaporooththuwa,බලාපොරොත්තුව
balaphhoroththuva,බලාපොරොත්තුව
baelaeporothhthoovvae,බලාපොරොත්තුව
bahlahporothhthooovah,බලාපොරොත්තුව
baalaapoorothhthoovaa,බලාපොරොත්තුව
balaporotthhtthoova,බලාපොරොත්තුව
balapourouthhthououva,බලාපොරොත්තුව
ballaporotthhtthoova,බලාපොරොත්තුව
balaphorothhthoova,බලාපොරොත්තුව
balapooroothhthoooova,බලාපොරොත්තුව
baelaeporothhthoovae,බලාපොරොත්තුව
balapporrothhthoova,බලාපොරොත්තුව
balapoorothhhthhoova,බලාපොරොත්තුව
balapoourouthhthououva,බලාපොරොත්තුව
balaphorothhthooova,බලාපොරොත්තුව
balaporothhhthhoova,බලාපොරොත්තුව
balaapooroothhthoooova,බලාපොරොත්තුව
balaporothhthooowa,බලාපොරොත්තුව
baalaaporothhthoovaa,බලාපොරොත්තුව
bahlahporothhthoovah,බලාපොරොත්තුව
weasandhuma,විසඳුම
wesandhuuma,විසඳුම
wesandhooma,විසඳුම
weesandhuma,විසඳුම
wesaandhumaa,විසඳුම
wesandhhumaa,විසඳුම
wesanddhuma,විසඳුම
weshandhumma,විසඳුම
wweasandhuma,විසඳුම
wesaandhumaaa,විසඳුම
wesahndhumah,විසඳුම
wesandhhuma,විසඳුම
wesaendhumae,විසඳුම
wwesandhooma,විසඳුම
wesaenddhumae,විසඳුම
weesanndhuma,විසඳුම
wesahhndhumah,විසඳුම
weesanddhuma,විසඳුම
wessanndhuma,විසඳුම
wesandhuumma,විසඳුම
rrathho,රතු
rrathou,රතු
ratho,රතු
ratttho,රතු
raetho,රතු
rathho,රතු
rathou,රතු
rattho,රතු
rathooo,රතු
raatho,රතු
rahtho,රතු
raathoo,රතු
raahtho,රතු
raethho,රතු
rattto,රතු
rraeto,රතු
raeto,රතු
raatto,රතු
ratto,රතු
rahto,රතු
ratou,රතු
ratouu,රතු
rato,රතු
rrahto,රතු
raato,රතු
jyeweyy,ජීවියා
jiieweyy,ජීවියා
jieeweey,ජීවියා
jyewey,ජීවියා
jieaweay,ජීවියා
jieeweeyy,ජීවියා
jieaaweay,ජීවියා
aberahaass,අභිරහස්
abearaahas,අභිරහස්
aabeerahas,අභිරහස්
aberahhash,අභිරහස්
ahberrahhahs,අභිරහස්
aaberaahaaas,අභිරහස්
dhortuv,දොරටුව
ddhortuw,දොරටුව
dhortuuw,දොරටුව
dhhoortuw,දොරටුව
dhorttuv,දොරටුව
dhorthuw,දොරටුව
dhhortuw,දොරටුව
dhourtuw,දොරටුව
dhorttuw,දොරටුව
dhoortoow,දොරටුව
dhortoow,දොරටුව
dhhourtuw,දොරටුව
dhoortuw,දොරටුව
dhorttuuw,දොරටුව
dhorrthuw,දොරටුව
dhortuw,දොරටුව
ddhorttuw,දොරටුව
dhhhortuw,දොරටුව
dhoortuuw,දොරටුව
ttta,අත
ta,අත
ttah,අත
tta,අත
taae,අත
tha,අත
tah,අත
tae,අත
ttaa,අත
thha,අත
taa,අත
thah,අත
thaaa,අත
ttha,අත
thhha,අත
thae,අත
thahh,අත
thaa,අත
thaee,අත
tthaa,අත
dheyaneya,දියණිය
deyaeneyae,දියණිය
deeeyaneeya,දියණිය
dheyaaneya,දියණිය
dddeyaneya,දියණිය
deayaneaya,දියණිය
ddeyaneya,දියණිය
deyaanneyaa,දියණිය
deyahneeyah,දියණිය
deyaneya,දියණිය
deeyaneeya,දියණිය
deayanneaya,දියණිය
deyaaeneyae,දියණිය
deyaaneyaa,දියණිය
deyahneyah,දියණිය
kunaaatuvaa,කුණාටුව
kkunnatuva,කුණාටුව
kuunnatuuva,කුණාටුව
chhunatuva,කුණාටුව
kkunahtuvah,කුණාටුව
kunaetuvaae,කුණාටුව
kunaatuwaaa,කුණාටුව
cchunatuwa,කුණාටුව
kunahtuuwah,කුණාටුව
kuuunatuuwa,කුණාටුව
kkunatuuwa,කුණාටුව
kkunaethuwae,කුණාටුව
koonathooowa,කුණාටුව
kkunahthuwah,කුණාටුව
kunatthuwwa,කුණාටුව
cunathuwwa,කුණාටුව
chunatthuwa,කුණාටුව
kuunathuuuwa,කුණාටුව
kunnaathuwaa,කුණාටුව
sthhoorae,සතුරා
sthhoououra,සතුරා
sthhooooora,සතුරා
sthhoooora,සතුරා
ssthhoora,සතුරා
shthhooora,සතුරා
sthhooraa,සතුරා
sstthhoora,සතුරා
sthhoorah,සතුරා
sthhououra,සතුරා
sthhhoorae,සතුරා
sthhhooora,සතුරා
sthhoorahh,සතුරා
stthhooraa,සතුරා
shthhoora,සතුරා
stthhoora,සතුරා
sthuuraa,සතුරා
sthuurae,සතුරා
sstthura,සතුරා
ssthurah,සතුරා
shtthura,සතුරා
stthhurra,සතුරා
ssthhuura,සතුරා
shtthhura,සතුරා
sthhooora,සතුරා
sittlah,සීතල
siitlla,සීතල
sitlaee,සීතල
seetlaaa,සීතල
seeeeetla,සීතල
ssheetla,සීතල
seaaeatla,සීතල
seeetlae,සීතල
seetllah,සීතල
ahlooot,අලුත්
aelooot,අලුත්
aloott,අලුත්
aalloot,අලුත්
ahloot,අලුත්
aloooot,අලුත්
alouoout,අලුත්
aloooth,අලුත්
aeloot,අලුත්
alooooot,අලුත්
aloottt,අලුත්
alouout,අලුත්
aaluut,අලුත්
alooot,අලුත්
aluuut,අලුත්
aelutt,අලුත්
komara kumariian,කුමර කුමරියන්
komara kumariiiiian,කුමර කුමරියන්
komaarraa kumaariiaan,කුමර කුමරියන්
koomarra kumariian,කුමර කුමරියන්
komara kuummariian,කුමර කුමරියන්
