singlish,sinhala
maaeam,මායම්
githaya,ගීතය
githhaya,ගීතය
lmaya,ළමයා
shhundra,සුන්දර
shundera,සුන්දර
shundara,සුන්දර
shundhara,සුන්දර
shhundara,සුන්දර
nihnd,නිහඬ
koomariya,කුමරිය
kumariya,කුමරිය
dinapotha,දිනපොත
dinapothha,දිනපොත
eenya,හීනය
inya,හීනය
jiwii,ජීවියා
shthha,සතා
sthha,සතා
shtha,සතා
stha,සතා
jeewithhhaia,ජීවිතය
jiwithhhaia,ජීවිතය
jeewithhaia,ජීවිතය
ateetaea,අතීතය
atithaea,අතීතය
ateethaea,අතීතය
atitaea,අතීතය
cnndukaraya,කඳුකරය
poth,පොත
pot,පොත
satavarsaia,ශතවර්ෂය
satavarshaia,ශතවර්ෂය
sathavarshaia,ශතවර්ෂය
sathavarsaia,ශතවර්ෂය
devasa,දවස
davasa,දවස
dvasa,දවස
githaia,ගීතය
githhaia,ගීතය
satana,සටන
rathhu,රතු
rathhoo,රතු
rathu,රතු
eatura,යතුර
koomareia,කුමරිය
kumareia,කුමරිය
iacsaya,යක්ෂයා
vasan,අවසන්
wasan,අවසන්
vashan,අවසන්
washan,අවසන්
pota,පොත
potha,පොත
rspariksaka,රහස්පරීක්ෂක
rspareeksaka,රහස්පරීක්ෂක
rspareekshaka,රහස්පරීක්ෂක
rsparikshaka,රහස්පරීක්ෂක
madhiamara,මධ්‍යමරෑ
jlia,ජලය
sthhuta,සතුට
sthhhuta,සතුට
sata,සතා
satha,සතා
dinpotha,දිනපොත
dinpota,දිනපොත
dopathha,දූපත
dopathhha,දූපත
sathhuta,සතුට
sathhhuta,සතුට
ooptha,උපත
oopthha,උපත
uptha,උපත
jaeagraanaya,ජයග්‍රහණය
dhhoratoova,දොරටුව
dhhoratoowa,දොරටුව
dhhoratuwa,දොරටුව
shohoyoora,සොහොයුරා
sohoyoora,සොහොයුරා
sohoyura,සොහොයුරා
beejaea,බීජය
bijaea,බීජය
byanaca,භයානක
oonooshum,උණුසුම්
unoosum,උණුසුම්
unooshum,උණුසුම්
madiamara,මධ්‍යමරෑ
pey,පියා
sundra,සුන්දර
jygrahanaya,ජයග්‍රහණය
vednava,වේදනාව
vedhanava,වේදනාව
vedenava,වේදනාව
vedanava,වේදනාව
sohoiura,සොහොයුරා
sohoioora,සොහොයුරා
hamodeva,හමුදාව
hamodewa,හමුදාව
hamodava,හමුදාව
hamodawa,හමුදාව
hamodwa,හමුදාව
andhhura,අඳුර
sewnale,සෙවණැලි
sivnali,සෙවණැලි
gsa,ගස
jieweia,ජීවියා
dhhwala,දවාල
dhhvala,දවාල
waibinndu,වැහිබිඳු
vaibinndu,වැහිබිඳු
jivitaya,ජීවිතය
abherahasa,අභිරහස
abherahasha,අභිරහස
vahibinndhu,වැහිබිඳු
wahibinndhu,වැහිබිඳු
mathakaya,මතකය
mathhakaya,මතකය
bhoothaia,භූතයා
bhoothhaia,භූතයා
bhuthaia,භූතයා
wrooky,වෘකයා
wruky,වෘකයා
ottukru,ඔත්තුකරු
ottookru,ඔත්තුකරු
rttaran,රත්තරන්
wesannduma,විසඳුම
weshannduma,විසඳුම
lokoo,ලොකු
loku,ලොකු
wshanthhaya,වසන්තය
wsanthaya,වසන්තය
wshanthaya,වසන්තය
sthura,සතුරා
shtura,සතුරා
stura,සතුරා
shthura,සතුරා
bhutya,භූතයා
bhootya,භූතයා
vekrooti,විකෘති
vekroothi,විකෘති
jeewitia,ජීවිතය
jiwitia,ජීවිතය
metiyvata,මිටියාවත
metiyvatha,මිටියාවත
shhhihinaya,සිහිනය
shhihinaya,සිහිනය
sandhha,සඳ
pelithura,පිළිතුර
pelithhura,පිළිතුර
balaporottoova,බලාපොරොත්තුව
balaporottoowa,බලාපොරොත්තුව
balaporotthoova,බලාපොරොත්තුව
balaporotthoowa,බලාපොරොත්තුව
balaporottuva,බලාපොරොත්තුව
guruwraya,ගුරුවරයා
gndhhara,ගන්දර
jiwithaya,ජීවිතය
jiwithhaya,ජීවිතය
petuva,පිටුව
petuwa,පිටුව
devii,දෙවියා
mashaya,මාසය
mashhaya,මාසය
shthhawarshaia,ශතවර්ෂය
sthawarshaia,ශතවර්ෂය
shthhavarshaia,ශතවර්ෂය
shthawarshaia,ශතවර්ෂය
sthavarshaia,ශතවර්ෂය
shthavarshaia,ශතවර්ෂය
gndhara,ගන්දර
valakuloo,වළාකුළු
valakooloo,වළාකුළු
stur,සතුරා
sivanali,සෙවණැලි
siwanali,සෙවණැලි
shivanali,සෙවණැලි
shiwanali,සෙවණැලි
senptiy,සෙන්පතියා
senhy,සිංහයා
sandhaileya,සඳඑළිය
sandaileya,සඳඑළිය
sandileya,සඳඑළිය
shandileya,සඳඑළිය
shandaileya,සඳඑළිය
sthiaya,සත්‍යය
stiaya,සත්‍යය
shthiaya,සත්‍යය
shareeraia,ශරීරය
shhareeraia,ශරීරය
shhariraia,ශරීරය
duptha,දූපත
dupta,දූපත
doopta,දූපත
dooptha,දූපත
mtacaia,මතකය
mthacaia,මතකය
mashaya,මාසය
masaya,මාසය
ratho,රතු
rathho,රතු
cumriia,කුමරිය
yudhdaya,යුද්ධය
yudhdya,යුද්ධය
yudhdeya,යුද්ධය
yudhdhaya,යුද්ධය
kunaatuva,කුණාටුව
koonaatuva,කුණාටුව
oodhasana,උදෑසන
udesana,උදෑසන
oodsana,උදෑසන
oodasana,උදෑසන
udasana,උදෑසන
udsana,උදෑසන
atethaya,අතීතය
atetaya,අතීතය
sathhhavarshaya,ශතවර්ෂය
shathhhawarshaya,ශතවර්ෂය
sathhavarshaya,ශතවර්ෂය
shathhhavarshaya,ශතවර්ෂය
sathhhawarshaya,ශතවර්ෂය
sehinaya,සිහිනය
sathaan,සටහන්
sataan,සටහන්
kandhhukaraya,කඳුකරය
kandhhookaraya,කඳුකරය
manndhhiraya,මන්දිරය
jeewiy,ජීවියා
jiwiy,ජීවියා
thrucata,තරුකැට
trucata,තරුකැට
pilitura,පිළිතුර
vahibinnndu,වැහිබිඳු
wahibinnndu,වැහිබිඳු
nil,නිල්
parivartanaya,පරිවර්තනය
rahashhha,රහස
rahashha,රහස
diveia,දෙවියා
mohotha,මොහොත
mohota,මොහොත
vanaya,වනය
shreerya,ශරීරය
shhreerya,ශරීරය
shrirya,ශරීරය
soolnga,සුළඟ
sulnga,සුළඟ
alokaya,ආලෝකය
sannnndha,සඳ
sannnnda,සඳ
sannnnd,සඳ
beejia,බීජය
bijia,බීජය
upata,උපත
shateya,සතිය
shhateya,සතිය
shhatheya,සතිය
shatheya,සතිය
gthkaya,ඝාතකයා
gtkaya,ඝාතකයා
ottukru,ඔත්තුකරු
oralosuwa,ඔරලෝසුව
oralosuva,ඔරලෝසුව
rjthuma,රජතුමා
rjtuma,රජතුමා
cndul,කඳුළ
siwnlla,සෙවණැල්ල
bhoothhia,භූතයා
bhuthhia,භූතයා
bhuthia,භූතයා
mohot,මොහොත
mohoth,මොහොත
kudha,කුඩා
koodha,කුඩා
senpateya,සෙන්පතියා
krthhru,කර්තෘ
krthru,කර්තෘ
sunndhara,සුන්දර
vishhhvaya,විශ්වය
vishhvaya,විශ්වය
vishhhwaya,විශ්වය
vishhwaya,විශ්වය
ratoo,රතු
ratu,රතු
rathu,රතු
rathoo,රතු
eatura,යතුර
eathura,යතුර
eathoora,යතුර
ndoora,අඳුර
ndura,අඳුර
adhhhara,ආදර
cote,කොටි
mndiraia,මන්දිරය
sinaia,සිංහයා
shinaia,සිංහයා
mdhhyamara,මධ්‍යමරෑ
sathavarshaya,ශතවර්ෂය
satawarsaya,ශතවර්ෂය
satawarshaya,ශතවර්ෂය
satavarshaya,ශතවර්ෂය
sathawarshaya,ශතවර්ෂය
satavarsaya,ශතවර්ෂය
nowara,නුවර
novara,නුවර
satiia,සතිය
shudhu,සුදු
sudhu,සුදු
shoodhu,සුදු
dhhupta,දූපත
dhhoopta,දූපත
dhhuptha,දූපත
dhhooptha,දූපත
lecacaya,ලේඛකයා
jeewey,ජීවියා
jiwey,ජීවියා
kurull,කුරුල්ලා
kumra kumariian,කුමර කුමරියන්
koomra kumariian,කුමර කුමරියන්
kolya,කොළය
shvasa,සවස
svasa,සවස
sohoyuriy,සොහොයුරිය
anaagataia,අනාගතය
sohoyureya,සොහොයුරිය
anagataia,අනාගතය
anagathaia,අනාගතය
wisndoma,විසඳුම
maalaya,මාලය
kandhhula,කඳුළ
yathhhura,යතුර
yathhura,යතුර
sngavunu,සැඟවුණු
sngavoonu,සැඟවුණු
rajatuma,රජතුමා
rajathuma,රජතුමා
rajathooma,රජතුමා
jievithhaya,ජීවිතය
jievithaya,ජීවිතය
lekhakaia,ලේඛකයා
shhatavarshaea,ශතවර්ෂය
shhathavarshaea,ශතවර්ෂය
shatavarshaea,ශතවර්ෂය
shhatawarshaea,ශතවර්ෂය
shhathawarshaea,ශතවර්ෂය
shathavarshaea,ශතවර්ෂය
viswaya,විශ්වය
vishvaya,විශ්වය
vishwaya,විශ්වය
visvaya,විශ්වය
maayawa,මායාව
maayava,මායාව
vidhanava,වේදනාව
vidhanawa,වේදනාව
sthiy,සතිය
stiy,සතිය
mndirya,මන්දිරය
vhibindhu,වැහිබිඳු
vartamanaya,වර්තමානය
varthamanaya,වර්තමානය
premy,ප්‍රේමය
shheethala,සීතල
shhhithala,සීතල
shhheethala,සීතල
shhheetala,සීතල
beejaya,බීජය
bijaya,බීජය
saapaya,ශාපය
shaapaya,ශාපය
phlaia,ඵලය
likhkaya,ලේඛකයා
thaapashaia,තාපසයා
thaapasaia,තාපසයා
taapasaia,තාපසයා
kathava,කතාව
katava,කතාව
hnshya,හංසයා
hnsya,හංසයා
lepeya,ලිපිය
sateia,සතිය
satheia,සතිය
lamaya,ළමයා
iacshaya,යක්ෂයා
iacsaya,යක්ෂයා
shaapaea,ශාපය
shhaapaea,ශාපය
bijya,බීජය
beejya,බීජය
wehilu,විහිළු
wehiloo,විහිළු
mayava,මායාව
ganiia,ගැහැනිය
solnga,සුළඟ
raju,රජු
diypara,දියපාර
madyama,මධ්‍යම
yudhhhhdhaya,යුද්ධය
sinpatiya,සෙන්පතියා
gatacaia,ඝාතකයා
gathacaia,ඝාතකයා
sihinia,සිහිනය
anndura,අඳුර
sivanali,සෙවණැලි
kadhuwa,කඩුව
kadhoowa,කඩුව
kadhoova,කඩුව
kadhuva,කඩුව
koomaraea,කුමාරයා
kumaraea,කුමාරයා
thrania,තරණය
trania,තරණය
shthiya,සතිය
shtiya,සතිය
sthiya,සතිය
stiya,සතිය
luth,අලුත්
lut,අලුත්
aadharaia,ආදරය
jalaea,ජලය
pithhuw,පිටුව
pithuw,පිටුව
vahibinndu,වැහිබිඳු
sithhhhala,සීතල
sithhhala,සීතල
seethhhhala,සීතල
nihnnda,නිහඬ
nihnnd,නිහඬ
shwsa,සවස
swsa,සවස
kumr kumareyan,කුමර කුමරියන්
senpthhiya,සෙන්පතියා
senpthiya,සෙන්පතියා
athithaya,අතීතය
athhithaya,අතීතය
sietla,සීතල
kurulla,කුරුල්ලා
koorulla,කුරුල්ලා
aadharaea,ආදරය
aadaraea,ආදරය
aaderaea,ආදරය
suyura,සොහොයුරා
shuyura,සොහොයුරා
sooyura,සොහොයුරා
shooyura,සොහොයුරා
denapotha,දිනපොත
denapota,දිනපොත
visnnduma,විසඳුම
vishnnduma,විසඳුම
hamoodawa,හමුදාව
hamudava,හමුදාව
hamudewa,හමුදාව
hamoodhava,හමුදාව
hamudeva,හමුදාව
hamoodhawa,හමුදාව
hamoodwa,හමුදාව
kna,කණ
cantharaya,කාන්තාරය
cantaraya,කාන්තාරය
ganga,ගඟ
wurudd,අවුරුද්ද
moduva,මුදුව
sthyya,සත්‍යය
sthhyya,සත්‍යය
tapashhaya,තාපසයා
thapashhaya,තාපසයා
thapashaya,තාපසයා
crthru,කර්තෘ
crtru,කර්තෘ
wsan,අවසන්
wshan,අවසන්
ahasa,අහස
mdhymaraa,මධ්‍යමරෑ
miduma,මීදුම
meeduma,මීදුම
mwata,මාවත
mvata,මාවත
mwatha,මාවත
gigurum,ගිගුරුම්
gigoorum,ගිගුරුම්
purawruttaya,පුරාවෘත්තය
poorawruttaya,පුරාවෘත්තය
avurudhdha,අවුරුද්ද
avurudhd,අවුරුද්ද
avurudhda,අවුරුද්ද
jiewithya,ජීවිතය
jiewitya,ජීවිතය
kannndula,කඳුළ
guruwrya,ගුරුවරයා
andhura,අඳුර
wanantaraia,වනන්තරය
vanantaraia,වනන්තරය
shharieraya,ශරීරය
shhharieraya,ශරීරය
moodhuva,මුදුව
moodhuwa,මුදුව
mudhuwa,මුදුව
mudhuva,මුදුව
rjtum,රජතුමා
rjthum,රජතුමා
geethhya,ගීතය
githya,ගීතය
geethya,ගීතය
githhya,ගීතය
kthva,කතාව
ktva,කතාව
kthwa,කතාව
athhhheethaya,අතීතය
athhheethaya,අතීතය
athhhithaya,අතීතය
maalaia,මාලය
konatuva,කුණාටුව
konatuwa,කුණාටුව
sandaeliya,සඳඑළිය
sandeliya,සඳඑළිය
yudhdhya,යුද්ධය
cerana,කිරණ
parewartanaya,පරිවර්තනය
parevartanaya,පරිවර්තනය
alut,අලුත්
govey,ගොවියා
mthacaya,මතකය
mtacaya,මතකය
purawruththaia,පුරාවෘත්තය
poorawruththaia,පුරාවෘත්තය
poorawruthhthaia,පුරාවෘත්තය
purawruthhthaia,පුරාවෘත්තය
savasa,සවස
canducaraia,කඳුකරය
ghathhakaya,ඝාතකයා
ghathakaya,ඝාතකයා
pareshharaya,පරිසරය
paresharaya,පරිසරය
purawrutthaea,පුරාවෘත්තය
purawruththaea,පුරාවෘත්තය
sevanalla,සෙවණැල්ල
shevanalla,සෙවණැල්ල
boothya,භූතයා
boothhya,භූතයා
buthya,භූතයා
buthhya,භූතයා
thh,අත
th,අත
stiaya,සත්‍යය
geethaea,ගීතය
githaea,ගීතය
gitaea,ගීතය
sthia,සතිය
stia,සතිය
stheea,සතිය
steea,සතිය
pilitur,පිළිතුර
pilithur,පිළිතුර
raashak,රහසක්
raasak,රහසක්
awurudhdha,අවුරුද්ද
awurudhd,අවුරුද්ද
awurudhda,අවුරුද්ද
maasaia,මාසය
maashaia,මාසය
cunatuva,කුණාටුව
cunatuwa,කුණාටුව
sthura,සතුරා
shthhura,සතුරා
shthura,සතුරා
hirubsyama,හිරුබැසයාම
bhothhya,භූතයා
bhothya,භූතයා
wanantharaea,වනන්තරය
vananthharaea,වනන්තරය
wananthharaea,වනන්තරය
vanantharaea,වනන්තරය
jiviia,ජීවියා
jeeviia,ජීවියා
sitla,සීතල
shitla,සීතල
shithla,සීතල
sithla,සීතල
ycshya,යක්ෂයා
ycsya,යක්ෂයා
rathhhriia,රාත්‍රිය
rathhriia,රාත්‍රිය
korulu,කුරුළු
koroolu,කුරුළු
knd,කන්ද
knda,කන්ද
deyapara,දියපාර
vatta,වත්ත
vathta,වත්ත
gataluva,ගැටලුව
enva,හිනාව
shoonndara,සුන්දර
shoonndhara,සුන්දර
shoonndra,සුන්දර
sunndera,සුන්දර
shoonndera,සුන්දර
sunndara,සුන්දර
shunndara,සුන්දර
deviia,දෙවියා
colya,කොළය
mathakaea,මතකය
mathhakaea,මතකය
shhanndaeliya,සඳඑළිය
shanndhaeliya,සඳඑළිය
shhanndhaeliya,සඳඑළිය
shanndiliya,සඳඑළිය
shanndaeliya,සඳඑළිය
iro,හිරු
shenhaya,සිංහයා
senhaya,සිංහයා
wiswia,විශ්වය
canndhukaraya,කඳුකරය
gooruvraya,ගුරුවරයා
guruvraya,ගුරුවරයා
gmn,ගමන
suyur,සොහොයුරා
sooyur,සොහොයුරා
sohoyuriya,සොහොයුරිය
sohoyooriya,සොහොයුරිය
smya,සාමය
loko,ලොකු
wanantaraea,වනන්තරය
wanantharaea,වනන්තරය
vanantaraea,වනන්තරය
wihilo,විහිළු
sangawoonu,සැඟවුණු
shangawoonu,සැඟවුණු
sangawunu,සැඟවුණු
shangawunu,සැඟවුණු
sndhaeliya,සඳඑළිය
sandaeliya,සඳඑළිය
shandeliya,සඳඑළිය
sandhaeliya,සඳඑළිය
shandaeliya,සඳඑළිය
mudoova,මුදුව
muduva,මුදුව
mudoowa,මුදුව
poorawruttaia,පුරාවෘත්තය
poorawrutthaia,පුරාවෘත්තය
purawruttaia,පුරාවෘත්තය
purawrutthaia,පුරාවෘත්තය
seethla,සීතල
sithhla,සීතල
seethhla,සීතල
sithla,සීතල
tharoocata,තරුකැට
tharucata,තරුකැට
taroocata,තරුකැට
kumr kumariyan,කුමර කුමරියන්
hirubsaiama,හිරුබැසයාම
hirubshaiama,හිරුබැසයාම
wishwaya,විශ්වය
wishvaya,විශ්වය
wishhwaya,විශ්වය
sivanali,සෙවණැලි
shivanali,සෙවණැලි
alooth,අලුත්
aluthh,අලුත්
aloothh,අලුත්
aluth,අලුත්
thhhaapasaya,තාපසයා
thhaapasaya,තාපසයා
yathora,යතුර
yathhora,යතුර
sunnndra,සුන්දර
shunnndara,සුන්දර
shunnndra,සුන්දර
sunnndara,සුන්දර
abiraas,අභිරහස්
abiraash,අභිරහස්
nende,නිහඬ
nendha,නිහඬ
nenda,නිහඬ
akunu,අකුණු
gasha,ගස
gasa,ගස
senpateya,සෙන්පතියා
shenpateya,සෙන්පතියා
jiweya,ජීවියා
jeeweya,ජීවියා
dhhoopatha,දූපත
dhhupatha,දූපත
dhhoopathha,දූපත
dhhupathha,දූපත
jeevithaia,ජීවිතය
jivitaia,ජීවිතය
jeevitaia,ජීවිතය
jivithaia,ජීවිතය
puravruttaia,පුරාවෘත්තය
puravrutthaia,පුරාවෘත්තය
aworudda,අවුරුද්ද
aworudd,අවුරුද්ද
mthhkaya,මතකය
mthkaya,මතකය
vasantaya,වසන්තය
vashantaya,වසන්තය
sohoyura,සොහොයුරා
parana,පරණ
taro,තරු
tharo,තරු
sannndeeliya,සඳඑළිය
shannndaeliya,සඳඑළිය
shannndeliya,සඳඑළිය
sannndaeliya,සඳඑළිය
wikrooti,විකෘති
wikruthi,විකෘති
wikroothi,විකෘති
annndura,අඳුර
mitura,මිතුරා
mithura,මිතුරා
minis,මිනිසා
thharania,තරණය
thhharania,තරණය
pee,පියා
pi,පියා
candha,කන්ද
gathakaia,ඝාතකයා
gathhakaia,ඝාතකයා
wasanthhaia,වසන්තය
washanthhaia,වසන්තය
washanthaia,වසන්තය
vashanthhaia,වසන්තය
vasanthaia,වසන්තය
wasanthaia,වසන්තය
rahashhpariekshaka,රහස්පරීක්ෂක
rahashpariekshaka,රහස්පරීක්ෂක
poorwruthhthaya,පුරාවෘත්තය
purwruthhthaya,පුරාවෘත්තය
poorwruththaya,පුරාවෘත්තය
mha,මහ
rato,රතු
dhupthha,දූපත
dhooptha,දූපත
dhoopthha,දූපත
dhuptha,දූපත
caalaia,කාලය
wsanthhaya,වසන්තය
wsanthaya,වසන්තය
ghatacaia,ඝාතකයා
jiwetya,ජීවිතය
jiwethya,ජීවිතය
ratriia,රාත්‍රිය
wasanthhaya,වසන්තය
vasanthhaya,වසන්තය
wasanthaya,වසන්තය
vasanthaya,වසන්තය
sathuta,සතුට
satuta,සතුට
shatuta,සතුට
shathuta,සතුට
cali,කැලේ
kandukaraia,කඳුකරය
kndhhula,කඳුළ
sitla,සීතල
sithla,සීතල
minipithhtiya,මිනීපෙට්ටිය
minipithtiya,මිනීපෙට්ටිය
purawruththaia,පුරාවෘත්තය
purawrooththaia,පුරාවෘත්තය
purawrutthaia,පුරාවෘත්තය
purawrootthaia,පුරාවෘත්තය
gigorum,ගිගුරුම්
ktawa,කතාව
ktava,කතාව
avoorudda,අවුරුද්ද
avoorudde,අවුරුද්ද
avurudda,අවුරුද්ද
avurudd,අවුරුද්ද
avooruddha,අවුරුද්ද
kumara koomariyan,කුමර කුමරියන්
koomara koomariyan,කුමර කුමරියන්
saapaia,ශාපය
shaapaia,ශාපය
iaksaya,යක්ෂයා
satora,සතුරා
shhathoota,සතුට
shhathuta,සතුට
shathuta,සතුට
satheea,සතිය
sateea,සතිය
sathia,සතිය
satia,සතිය
rtriia,රාත්‍රිය
rthriia,රාත්‍රිය
nihandha,නිහඬ
raashpariksaka,රහස්පරීක්ෂක
raaspariksaka,රහස්පරීක්ෂක
raashpareeksaka,රහස්පරීක්ෂක
raaspareeksaka,රහස්පරීක්ෂක
paradhaea,අපරාධය
cdhapatha,කැඩපත
cdhapathha,කැඩපත
mcra,මකරා
sariraya,ශරීරය
kudhha,කුඩා
cumaraia,කුමාරයා
coomaraia,කුමාරයා
senpatiia,සෙන්පතියා
kndhula,කඳුළ
knndula,කඳුළ
gndara,ගන්දර
gndera,ගන්දර
wiraava,විරහව
wiraawa,විරහව
purvrutthaya,පුරාවෘත්තය
purvruttaya,පුරාවෘත්තය
rahasparikshaka,රහස්පරීක්ෂක
rahashparikshaka,රහස්පරීක්ෂක
carthru,කර්තෘ
cartru,කර්තෘ
carthroo,කර්තෘ
sohoyura,සොහොයුරා
sohoyoora,සොහොයුරා
alokaia,ආලෝකය
smaia,සාමය
adhharaya,ආදරය
hirubasayama,හිරුබැසයාම
shhaapaya,ශාපය
shhhaapaya,ශාපය
yudhhdhaya,යුද්ධය
yoodhhdhaya,යුද්ධය
iuddhaya,යුද්ධය
adara,ආදර
adhara,ආදර
adra,ආදර
rhaspareekshaka,රහස්පරීක්ෂක
rhashpareekshaka,රහස්පරීක්ෂක
rhasparikshaka,රහස්පරීක්ෂක
rjina,රැජින
hnsia,හංසයා
devaya,දෛවය
miteyavatha,මිටියාවත
miteyawata,මිටියාවත
miteyavata,මිටියාවත
miteyawatha,මිටියාවත
sandhaeleya,සඳඑළිය
shandhaeleya,සඳඑළිය
anndoru,අඳුරු
kadapathha,කැඩපත
kadepathhha,කැඩපත
kadapathhha,කැඩපත
kadhapathha,කැඩපත
paliganema,පළිගැනීම
dhinapota,දිනපොත
dhinapotha,දිනපොත
bhutea,භූතයා
bhootea,භූතයා
bhuthea,භූතයා
bhoothea,භූතයා
yatora,යතුර
vasan,අවසන්
vashan,අවසන්
doopt,දූපත
dupt,දූපත
poorwruththaya,පුරාවෘත්තය
purwruththaya,පුරාවෘත්තය
purwrutthaya,පුරාවෘත්තය
poorwrutthaya,පුරාවෘත්තය
diyniy,දියණිය
palaya,ඵලය
aloot,අලුත්
alooth,අලුත්
alut,අලුත්
aluth,අලුත්
redhi,රිදී
staan,සටහන්
gtluva,ගැටලුව
gthluwa,ගැටලුව
gtluwa,ගැටලුව
gthluva,ගැටලුව
kadhapata,කැඩපත
kadepata,කැඩපත
kadapata,කැඩපත
raashac,රහසක්
lechkya,ලේඛකයා
onusum,උණුසුම්
wasanthhaia,වසන්තය
vasanthhhaia,වසන්තය
wasanthhhaia,වසන්තය
vasanthhaia,වසන්තය
stahan,සටහන්
sthahan,සටහන්
birahasa,අභිරහස
prshnaya,ප්‍රශ්නය
prsnaya,ප්‍රශ්නය
viswya,විශ්වය
dewey,දෙවියා
dheyapaara,දියපාර
wnanthharaia,වනන්තරය
wnantharaia,වනන්තරය
naagathaea,අනාගතය
naagataea,අනාගතය
rathhriya,රාත්‍රිය
rathriya,රාත්‍රිය
anaagathhhaya,අනාගතය
anaagathhaya,අනාගතය
dhaivaya,දෛවය
dhavasa,දවස
irubsaiama,හිරුබැසයාම
shaamaia,සාමය
saamaia,සාමය
jiagraanaya,ජයග්‍රහණය
jalaya,ජලය
thhharukata,තරුකැට
thhharookata,තරුකැට
thharukata,තරුකැට
purvruththaya,පුරාවෘත්තය
poorvruthhthaya,පුරාවෘත්තය
poorvruththaya,පුරාවෘත්තය
hasa,අහස
cnnda,කන්ද
cnnde,කන්ද
cnndha,කන්ද
prshhnaya,ප්‍රශ්නය
prshhhnaya,ප්‍රශ්නය
diviia,දෙවියා
stiaya,සත්‍යය
sthiaya,සත්‍යය
metiiavatha,මිටියාවත
metiiawatha,මිටියාවත
metiiawata,මිටියාවත
metiiavata,මිටියාවත
bayanaka,භයානක
rattaran,රත්තරන්
rattharan,රත්තරන්
jiwetaya,ජීවිතය
jeewetaya,ජීවිතය
vatta,වත්ත
watta,වත්ත
gowiia,ගොවියා
naagataya,අනාගතය
naagathaya,අනාගතය
wishwya,විශ්වය
wiswya,විශ්වය
mayawa,මායාව
mayava,මායාව
pode,පොඩි
balaporothtuva,බලාපොරොත්තුව
balaporothtuwa,බලාපොරොත්තුව
balaporottuva,බලාපොරොත්තුව
balaporottuwa,බලාපොරොත්තුව
shoolanga,සුළඟ
soolanga,සුළඟ
sulanga,සුළඟ
mandiraia,මන්දිරය
cunatuva,කුණාටුව
coonatuwa,කුණාටුව
wehilu,විහිළු
kote,කොටි
kothe,කොටි
purawruttaia,පුරාවෘත්තය
purawrutthaia,පුරාවෘත්තය
guruwaraea,ගුරුවරයා
guruvaraea,ගුරුවරයා
kandula,කඳුළ
mooduv,මුදුව
muduv,මුදුව
shhathhavarshaya,ශතවර්ෂය
shhathhhawarshaya,ශතවර්ෂය
shathhhawarshaya,ශතවර්ෂය
shathhhavarshaya,ශතවර්ෂය
shhathhhavarshaya,ශතවර්ෂය
metura,මිතුරා
metoora,මිතුරා
ghatacaea,ඝාතකයා
ghathacaea,ඝාතකයා
asa,අහස
jeewetaia,ජීවිතය
jiwetaia,ජීවිතය
udhhaasana,උදෑසන
udhhaashana,උදෑසන
peletura,පිළිතුර
pelethura,පිළිතුර
mannderaya,මන්දිරය
vadhda,වැද්දා
wadhde,වැද්දා
wadhdha,වැද්දා
wadhda,වැද්දා
sateia,සතිය
satheia,සතිය
shatheia,සතිය
seethhhla,සීතල
sithhla,සීතල
dwsa,දවස
dwsha,දවස
vetti,විත්ති
vetthi,විත්ති
shhhhariraya,ශරීරය
shhhhareeraya,ශරීරය
shhhariraya,ශරීරය
rahashpareecshaka,රහස්පරීක්ෂක
rahasparicshaka,රහස්පරීක්ෂක
rahaspareecshaka,රහස්පරීක්ෂක
dhheviy,දෙවියා
waibinnndu,වැහිබිඳු
vaibinnndu,වැහිබිඳු
mdhiamaraa,මධ්‍යමරෑ
pasala,පාසල
oththukaru,ඔත්තුකරු
othhthukaru,ඔත්තුකරු
dhoopatha,දූපත
dhupatha,දූපත
dhoopathha,දූපත
kdpata,කැඩපත
shhiwnali,සෙවණැලි
shiwnali,සෙවණැලි
sthan,සටහන්
stan,සටහන්
locu,ලොකු
locoo,ලොකු
varthhamanaia,වර්තමානය
varthamanaia,වර්තමානය
sriraya,ශරීරය
sreeraya,ශරීරය
shreeraya,ශරීරය
rashak,රහසක්
rasak,රහසක්
kumrya,කුමාරයා
vananthharaya,වනන්තරය
wananthhharaya,වනන්තරය
wananthharaya,වනන්තරය
hirubasayama,හිරුබැසයාම
hirubashayama,හිරුබැසයාම
ndhuru,අඳුරු
ndhooru,අඳුරු
dhiviya,දෙවියා
imi,අහිමි
ghathakaya,ඝාතකයා
ghatakaya,ඝාතකයා
hnsaea,හංසයා
kartroo,කර්තෘ
kartru,කර්තෘ
trashajanaka,ත්‍රාසජනක
trasajanaka,ත්‍රාසජනක
biijaia,බීජය
sthavarshaya,ශතවර්ෂය
shthavarshaya,ශතවර්ෂය
sthhavarshaya,ශතවර්ෂය
shthhavarshaya,ශතවර්ෂය
dhopathha,දූපත
dhopatha,දූපත
menipettiya,මිනීපෙට්ටිය
githaia,ගීතය
geethaia,ගීතය
gitaia,ගීතය
geetaia,ගීතය
jiewethaya,ජීවිතය
jiewetaya,ජීවිතය
aluthh,අලුත්
aluth,අලුත්
sohoyur,සොහොයුරා
daevaia,දෛවය
dhaevaia,දෛවය
jiwitaya,ජීවිතය
herubasaiama,හිරුබැසයාම
herubashaiama,හිරුබැසයාම
sithala,සීතල
sithhala,සීතල
dhwasa,දවස
dhvasa,දවස
sannndailiya,සඳඑළිය
