Date,Book_Name,Author,ISBN,"
Branch_ID
",Branch_Name,Current_Stock,Daily_Sales,Review_Score,Event_Score,Branch_Demand_Score,Trend_Score,Trend_Label
08/09/2025,Gamperaliya,Shanthi Dissanayake,978-955-0011-23-386,BR-2,Kandy,61,25,41,77,33,1555.2,1
12/06/2025,Viragaya,T. B. Ilangaratne,978-955-0011-23-387,BR-3,Colombo,34,24,44,45,86,851,1
13/06/2025,Ape Gama,K. Jayatillake,978-955-0011-23-388,BR-2,Kandy,5,27,46,88,39,169.6,1
27/03/2025,Malagiya Attho,Chingiz Aitmatov (Trans.),978-955-0011-23-389,BR-2,Colombo,33,0,46,6,91,28.6,0
07/06/2025,Malagiya Attho,Prasanna Vithanage (Adapt.),978-955-0011-23-390,BR-1,Colombo,74,18,86,75,39,1372,1
16/03/2025,Malagiya Attho,Vladimir Nabokov (Trans.),978-955-0011-23-391,BR-1,Kandy,29,18,86,38,25,551.8,1
27/11/2025,Gamperaliya,Liyanage Amarakeerthi,978-955-0011-23-392,BR-1,Galle,83,23,83,51,88,1953.4,1
09/07/2025,Gamperaliya,Upul Shantha Sannasgala,978-955-0011-23-393,BR-1,Colombo,82,27,79,29,50,2245.6,1
12/06/2025,Viragaya,Leo Tolstoy (Trans.),978-955-0011-23-394,BR-2,Galle,57,2,84,94,38,157.2,1
30/09/2025,Gamperaliya,Mahinda Prasad Masimbula,978-955-0011-23-395,BR-3,Kandy,58,9,74,44,94,564.4,1
29/07/2025,Senkottan,P. B. Jayasekara,978-955-0011-23-396,BR-1,Galle,46,26,45,50,26,1220.2,1
09/07/2025,Madol Duwa,Leo Tolstoy (Trans.),978-955-0011-23-397,BR-2,Galle,35,9,76,86,60,359.4,1
08/02/2025,Madol Duwa,Ediriweera Sarachchandra,978-955-0011-23-398,BR-3,Colombo,89,25,79,67,85,2271.2,1
17/02/2025,Gamperaliya,Dharmasena Thera,978-955-0011-23-399,BR-2,Kandy,23,10,97,16,65,265.6,1
09/09/2025,Senkottan,Gunadasa Amarasekara,978-955-0011-23-400,BR-2,Galle,87,25,89,67,26,2211.4,1
23/12/2025,Gamperaliya,Edward Mallawaarachchi,978-955-0011-23-401,BR-2,Galle,36,12,74,12,62,461.6,1
06/04/2025,Senkottan,Edward Mallawaarachchi,978-955-0011-23-402,BR-2,Colombo,10,20,48,72,32,230.4,1
26/08/2025,Senkottan,Karunasena Jayalath,978-955-0011-23-403,BR-2,Galle,38,11,52,14,57,442.6,1
17/07/2025,Malagiya Attho,T. B. Ilangaratne,978-955-0011-23-404,BR-1,Colombo,2,18,66,48,41,67,1
08/01/2025,Gamperaliya,Sybil Wettasinghe,978-955-0011-23-405,BR-1,Colombo,2,12,73,97,79,73.8,1
26/05/2025,Malagiya Attho,T. B. Ilangaratne,978-955-0011-23-406,BR-2,Colombo,51,5,42,87,22,285.2,1
15/07/2025,Ape Gama,Siri Gunasinghe,978-955-0011-23-407,BR-1,Kandy,16,16,100,66,23,293.8,1
16/09/2025,Senkottan,Prasanna Vithanage (Adapt.),978-955-0011-23-408,BR-1,Galle,42,10,66,76,80,464.4,1
15/01/2025,Ape Gama,Maxim Gorky (Trans.),978-955-0011-23-409,BR-2,Kandy,69,4,88,80,50,319.6,1
03/04/2025,Viragaya,Martin Wickramasinghe,978-955-0011-23-410,BR-3,Kandy,53,0,76,75,29,36,0
22/12/2025,Madol Duwa,Prasanna Vithanage (Adapt.),978-955-0011-23-411,BR-2,Kandy,97,9,92,56,98,922.2,1
18/12/2025,Gamperaliya,Siri Gunasinghe,978-955-0011-23-412,BR-3,Kandy,15,18,92,51,27,304,1
10/09/2025,Madol Duwa,Ediriweera Sarachchandra,978-955-0011-23-413,BR-3,Kandy,12,10,63,28,29,144,1
13/05/2025,Gamperaliya,T. B. Ilangaratne,978-955-0011-23-414,BR-3,Colombo,76,22,92,91,67,1722,1
16/11/2025,Gamperaliya,Vladimir Nabokov (Trans.),978-955-0011-23-415,BR-2,Colombo,8,5,71,55,77,80.6,1
13/07/2025,Malagiya Attho,Leo Tolstoy (Trans.),978-955-0011-23-416,BR-3,Galle,98,0,87,55,69,42.2,0
13/04/2025,Madol Duwa,Shanthi Dissanayake,978-955-0011-23-417,BR-3,Galle,3,5,76,25,94,54,1
10/12/2025,Senkottan,Simon Navagattegama,978-955-0011-23-418,BR-1,Colombo,42,7,80,32,83,333,1
04/10/2025,Senkottan,Vladimir Nabokov (Trans.),978-955-0011-23-419,BR-3,Galle,11,29,81,19,24,343.8,1
06/01/2025,Malagiya Attho,Ediriweera Sarachchandra,978-955-0011-23-420,BR-1,Kandy,1,13,97,6,81,49.8,0
30/10/2025,Gamperaliya,T. B. Ilangaratne,978-955-0011-23-421,BR-1,Colombo,82,24,58,95,64,2011.4,1
17/07/2025,Malagiya Attho,Chingiz Aitmatov (Trans.),978-955-0011-23-422,BR-1,Colombo,39,22,71,92,82,907,1
05/08/2025,Madol Duwa,Martin Wickramasinghe,978-955-0011-23-423,BR-2,Colombo,74,8,60,8,54,616.4,1
10/03/2025,Gamperaliya,Sumithra Rahubadda,978-955-0011-23-424,BR-2,Galle,0,0,44,60,72,35.2,0
23/02/2025,Senkottan,T. B. Ilangaratne,978-955-0011-23-425,BR-3,Galle,36,1,81,93,60,82.8,1
15/08/2025,Ape Gama,Shanthi Dissanayake,978-955-0011-23-426,BR-1,Colombo,70,15,64,7,85,1081.2,1
15/05/2025,Malagiya Attho,K. Jayatillake,978-955-0011-23-427,BR-1,Colombo,43,13,81,38,38,590.4,1
17/07/2025,Ape Gama,Gunadasa Amarasekara,978-955-0011-23-428,BR-1,Kandy,81,5,97,54,84,452,1
07/07/2025,Viragaya,Dharmasena Thera,978-955-0011-23-429,BR-1,Galle,25,9,40,65,54,256.8,1
03/11/2025,Madol Duwa,Vladimir Nabokov (Trans.),978-955-0011-23-430,BR-2,Colombo,29,3,92,78,89,138.8,1
13/08/2025,Malagiya Attho,Edward Mallawaarachchi,978-955-0011-23-431,BR-3,Galle,40,21,90,100,65,891,1
15/02/2025,Ape Gama,Sybil Wettasinghe,978-955-0011-23-432,BR-3,Kandy,74,18,59,1,98,1363.6,1
17/09/2025,Malagiya Attho,T. B. Ilangaratne,978-955-0011-23-433,BR-2,Colombo,94,6,76,95,61,610.4,1
11/04/2025,Gamperaliya,Ediriweera Sarachchandra,978-955-0011-23-434,BR-3,Colombo,47,3,87,61,76,185.8,1
03/01/2025,Gamperaliya,T. B. Ilangaratne,978-955-0011-23-435,BR-2,Colombo,84,10,85,20,83,877.6,1
25/01/2025,Senkottan,Simon Navagattegama,978-955-0011-23-436,BR-1,Kandy,52,13,83,52,78,718.6,1
25/02/2025,Ape Gama,Sumithra Rahubadda,978-955-0011-23-437,BR-1,Galle,62,6,55,13,25,390.6,1
22/06/2025,Gamperaliya,Ediriweera Sarachchandra,978-955-0011-23-438,BR-1,Colombo,98,19,64,76,25,1895,1
23/09/2025,Madol Duwa,Siri Gunasinghe,978-955-0011-23-439,BR-1,Kandy,25,26,71,4,69,678.8,1
21/09/2025,Ape Gama,T. B. Ilangaratne,978-955-0011-23-440,BR-2,Colombo,32,4,84,94,52,174,1
11/05/2025,Ape Gama,Chingiz Aitmatov (Trans.),978-955-0011-23-441,BR-3,Kandy,57,24,64,93,95,1418.4,1
26/02/2025,Madol Duwa,Mahanama Thera,978-955-0011-23-442,BR-2,Galle,29,14,75,4,76,437,1
09/08/2025,Malagiya Attho,T. B. Ilangaratne,978-955-0011-23-443,BR-1,Kandy,71,9,69,22,24,662,1
05/02/2025,Viragaya,Sumithra Rahubadda,978-955-0011-23-444,BR-2,Kandy,99,26,64,28,48,2602,1
27/07/2025,Gamperaliya,Sybil Wettasinghe,978-955-0011-23-445,BR-3,Kandy,64,18,75,28,62,1185,1
24/02/2025,Senkottan,Mahinda Prasad Masimbula,978-955-0011-23-446,BR-3,Kandy,16,23,83,24,55,400.4,1
01/03/2025,Madol Duwa,Mahanama Thera,978-955-0011-23-447,BR-1,Galle,92,0,86,60,50,39.2,0
27/09/2025,Viragaya,T. B. Ilangaratne,978-955-0011-23-448,BR-3,Galle,38,4,78,75,50,192.6,1
21/09/2025,Ape Gama,Prasanna Vithanage (Adapt.),978-955-0011-23-449,BR-2,Kandy,34,28,54,95,39,989.6,1
24/03/2025,Viragaya,Chingiz Aitmatov (Trans.),978-955-0011-23-450,BR-2,Kandy,43,10,71,36,35,458.4,1
26/05/2025,Malagiya Attho,Anura Horatious,978-955-0011-23-451,BR-1,Kandy,13,15,52,95,29,230.2,1
20/04/2025,Gamperaliya,Chingiz Aitmatov (Trans.),978-955-0011-23-452,BR-3,Colombo,94,30,66,40,87,2858.6,1
28/06/2025,Madol Duwa,Karunasena Jayalath,978-955-0011-23-453,BR-2,Kandy,70,10,92,61,57,742,1
11/07/2025,Madol Duwa,Shanthi Dissanayake,978-955-0011-23-454,BR-2,Kandy,80,13,55,99,80,1086.8,1
25/08/2025,Senkottan,P. B. Jayasekara,978-955-0011-23-455,BR-2,Galle,89,16,99,4,36,1451.8,1
11/02/2025,Malagiya Attho,K. Jayatillake,978-955-0011-23-456,BR-1,Galle,22,28,68,20,43,642.2,1
15/12/2025,Malagiya Attho,Karunasena Jayalath,978-955-0011-23-457,BR-2,Colombo,28,21,93,34,58,625,1
28/12/2025,Viragaya,Wimalaratne Kumaragama,978-955-0011-23-458,BR-1,Galle,44,15,63,97,22,696.4,1
16/09/2025,Madol Duwa,Anura Horatious,978-955-0011-23-459,BR-1,Kandy,69,12,59,13,75,857.4,1
29/12/2025,Malagiya Attho,Shanthi Dissanayake,978-955-0011-23-460,BR-3,Galle,77,30,52,6,68,2335.2,1
21/02/2025,Ape Gama,Shanthi Dissanayake,978-955-0011-23-461,BR-1,Kandy,59,0,62,59,86,41.4,0
25/05/2025,Madol Duwa,Maxim Gorky (Trans.),978-955-0011-23-462,BR-1,Colombo,76,21,99,50,81,1642,1
23/11/2025,Madol Duwa,Gunadasa Amarasekara,978-955-0011-23-463,BR-1,Kandy,88,19,83,24,70,1707.4,1
11/06/2025,Viragaya,Karunasena Jayalath,978-955-0011-23-464,BR-2,Colombo,87,3,100,20,27,290.4,1
29/12/2025,Senkottan,Gunadasa Amarasekara,978-955-0011-23-465,BR-2,Colombo,29,20,85,52,39,615.2,1
23/08/2025,Madol Duwa,Gunadasa Amarasekara,978-955-0011-23-466,BR-1,Colombo,40,6,56,99,68,284.6,1
14/11/2025,Senkottan,Dharmasena Thera,978-955-0011-23-467,BR-3,Kandy,28,6,44,31,70,197,1
03/03/2025,Senkottan,P. B. Jayasekara,978-955-0011-23-468,BR-1,Colombo,89,27,77,35,34,2432.2,1
19/01/2025,Senkottan,Simon Navagattegama,978-955-0011-23-469,BR-1,Kandy,47,9,68,74,64,464.2,1
10/10/2025,Ape Gama,Simon Navagattegama,978-955-0011-23-470,BR-1,Galle,69,16,92,33,84,1145.8,1
30/03/2025,Senkottan,Gunadasa Amarasekara,978-955-0011-23-471,BR-3,Galle,40,24,76,25,93,998.8,1
10/02/2025,Gamperaliya,Leo Tolstoy (Trans.),978-955-0011-23-472,BR-2,Galle,77,17,51,53,69,1343.6,1
08/10/2025,Malagiya Attho,P. B. Jayasekara,978-955-0011-23-473,BR-3,Kandy,46,28,57,17,86,1320,1
20/02/2025,Malagiya Attho,Shanthi Dissanayake,978-955-0011-23-474,BR-1,Galle,28,4,88,37,77,152.4,1
28/11/2025,Senkottan,Mahinda Prasad Masimbula,978-955-0011-23-475,BR-1,Galle,67,28,40,3,67,1898,1
27/05/2025,Malagiya Attho,Upul Shantha Sannasgala,978-955-0011-23-476,BR-1,Galle,55,8,62,99,36,479.4,1
23/02/2025,Senkottan,Siri Gunasinghe,978-955-0011-23-477,BR-3,Kandy,36,10,74,55,83,402.4,1
15/05/2025,Ape Gama,Karunasena Jayalath,978-955-0011-23-478,BR-1,Kandy,24,20,97,36,50,516.6,1
03/09/2025,Malagiya Attho,Mahanama Thera,978-955-0011-23-479,BR-3,Colombo,9,10,45,13,71,115.8,1
17/11/2025,Ape Gama,Anura Horatious,978-955-0011-23-480,BR-3,Kandy,9,25,87,5,21,247.6,1
04/01/2025,Gamperaliya,Martin Wickramasinghe,978-955-0011-23-481,BR-1,Kandy,72,7,95,28,78,544.2,1
11/04/2025,Viragaya,T. B. Ilangaratne,978-955-0011-23-482,BR-3,Colombo,94,19,48,18,55,1810.2,1
23/01/2025,Madol Duwa,Mahinda Prasad Masimbula,978-955-0011-23-483,BR-2,Galle,60,21,71,84,91,1309.2,1
05/07/2025,Malagiya Attho,Anura Horatious,978-955-0011-23-484,BR-1,Colombo,95,11,50,31,24,1066,1
13/05/2025,Malagiya Attho,Chingiz Aitmatov (Trans.),978-955-0011-23-485,BR-1,Kandy,48,13,59,78,61,663.6,1
18/01/2025,Ape Gama,Wimalaratne Kumaragama,978-955-0011-23-486,BR-3,Galle,65,15,81,9,100,1013,1
03/05/2025,Senkottan,Gunadasa Amarasekara,978-955-0011-23-487,BR-1,Kandy,24,0,61,41,81,36.6,0
27/02/2025,Ape Gama,Anura Horatious,978-955-0011-23-488,BR-1,Kandy,51,3,45,26,88,184.8,1
13/07/2025,Senkottan,Mahinda Prasad Masimbula,978-955-0011-23-489,BR-3,Kandy,15,12,83,43,86,222.4,1
27/01/2025,Senkottan,Sybil Wettasinghe,978-955-0011-23-490,BR-3,Galle,3,26,82,72,87,126.2,1
29/09/2025,Viragaya,Gunadasa Amarasekara,978-955-0011-23-491,BR-3,Colombo,13,10,90,85,44,173.8,1
22/01/2025,Madol Duwa,P. B. Jayasekara,978-955-0011-23-492,BR-3,Galle,96,8,69,21,36,793.2,1
08/09/2025,Viragaya,P. B. Jayasekara,978-955-0011-23-493,BR-1,Galle,86,27,50,7,86,2350.6,1
01/06/2025,Madol Duwa,Dharmasena Thera,978-955-0011-23-494,BR-1,Galle,21,26,100,39,23,578.4,1
01/05/2025,Malagiya Attho,K. Jayatillake,978-955-0011-23-495,BR-3,Colombo,70,23,88,48,23,1641.8,1
15/05/2025,Senkottan,Wimalaratne Kumaragama,978-955-0011-23-496,BR-1,Kandy,26,25,43,19,61,674.6,1
10/05/2025,Senkottan,Shanthi Dissanayake,978-955-0011-23-497,BR-2,Galle,49,4,56,66,77,235.8,1
14/01/2025,Viragaya,K. Jayatillake,978-955-0011-23-498,BR-2,Colombo,80,29,73,8,30,2342.2,1
21/01/2025,Ape Gama,P. B. Jayasekara,978-955-0011-23-499,BR-1,Galle,43,6,96,64,78,305.6,1
03/12/2025,Viragaya,Prasanna Vithanage (Adapt.),978-955-0011-23-500,BR-3,Galle,90,1,40,35,81,121.2,1
06/02/2025,Gamperaliya,Martin Wickramasinghe,978-955-0011-23-501,BR-3,Kandy,88,23,55,54,53,2056.4,1
19/06/2025,Senkottan,T. B. Ilangaratne,978-955-0011-23-502,BR-3,Kandy,38,27,88,82,48,1069.6,1
08/02/2025,Viragaya,Mahinda Prasad Masimbula,978-955-0011-23-503,BR-2,Galle,17,0,76,67,60,40.6,0
27/07/2025,Ape Gama,Sybil Wettasinghe,978-955-0011-23-504,BR-1,Kandy,32,1,71,48,72,70.2,1
14/04/2025,Viragaya,Upul Shantha Sannasgala,978-955-0011-23-505,BR-3,Colombo,96,11,43,36,86,1089,1
01/07/2025,Viragaya,Ediriweera Sarachchandra,978-955-0011-23-506,BR-2,Kandy,59,17,77,18,88,1039.6,1
10/05/2025,Gamperaliya,Wimalaratne Kumaragama,978-955-0011-23-507,BR-2,Colombo,96,2,87,14,42,220.6,1
17/03/2025,Malagiya Attho,Wimalaratne Kumaragama,978-955-0011-23-508,BR-1,Colombo,87,0,59,3,79,28.2,0
16/06/2025,Malagiya Attho,Mahinda Prasad Masimbula,978-955-0011-23-509,BR-3,Galle,14,22,58,92,33,344.6,1
21/07/2025,Madol Duwa,P. B. Jayasekara,978-955-0011-23-510,BR-2,Galle,72,11,67,43,95,833,1
29/01/2025,Ape Gama,Karunasena Jayalath,978-955-0011-23-511,BR-2,Colombo,6,21,68,21,25,148.8,1
08/10/2025,Gamperaliya,Siri Gunasinghe,978-955-0011-23-512,BR-1,Galle,81,15,73,0,70,1243.6,1
28/08/2025,Malagiya Attho,Leo Tolstoy (Trans.),978-955-0011-23-513,BR-2,Kandy,72,1,79,8,25,94.4,1
01/01/2025,Malagiya Attho,Sumithra Rahubadda,978-955-0011-23-514,BR-1,Colombo,18,2,78,76,42,75.2,1
08/01/2025,Malagiya Attho,K. Jayatillake,978-955-0011-23-515,BR-3,Galle,33,11,45,68,46,394.8,1
09/09/2025,Viragaya,Dharmasena Thera,978-955-0011-23-516,BR-1,Kandy,3,0,90,99,57,49.2,0
02/04/2025,Gamperaliya,Maxim Gorky (Trans.),978-955-0011-23-517,BR-3,Galle,59,11,65,10,69,677.8,1
06/05/2025,Madol Duwa,Chingiz Aitmatov (Trans.),978-955-0011-23-518,BR-1,Kandy,67,5,87,100,100,392.4,1
10/01/2025,Viragaya,Edward Mallawaarachchi,978-955-0011-23-519,BR-3,Kandy,73,14,63,75,99,1069.4,1
11/02/2025,Malagiya Attho,Liyanage Amarakeerthi,978-955-0011-23-520,BR-2,Galle,95,30,40,97,83,2894,1
28/06/2025,Ape Gama,Sumithra Rahubadda,978-955-0011-23-521,BR-1,Colombo,12,17,96,89,25,246,1
05/01/2025,Ape Gama,Leo Tolstoy (Trans.),978-955-0011-23-522,BR-2,Kandy,62,15,68,14,44,955.2,1
29/10/2025,Madol Duwa,Leo Tolstoy (Trans.),978-955-0011-23-523,BR-2,Colombo,54,28,72,84,62,1555.6,1
28/08/2025,Senkottan,Ediriweera Sarachchandra,978-955-0011-23-524,BR-3,Colombo,22,11,62,56,65,278.6,1
20/05/2025,Viragaya,Liyanage Amarakeerthi,978-955-0011-23-525,BR-3,Kandy,31,22,100,32,39,716.2,1
10/02/2025,Madol Duwa,Prasanna Vithanage (Adapt.),978-955-0011-23-526,BR-3,Galle,13,3,44,53,65,71.4,1
29/09/2025,Viragaya,Mahinda Prasad Masimbula,978-955-0011-23-527,BR-2,Galle,33,27,41,37,63,919.2,1
09/10/2025,Ape Gama,K. Jayatillake,978-955-0011-23-528,BR-3,Colombo,1,20,56,95,59,62,1
16/11/2025,Viragaya,Chingiz Aitmatov (Trans.),978-955-0011-23-529,BR-2,Galle,94,27,100,42,53,2577,1
26/06/2025,Gamperaliya,Simon Navagattegama,978-955-0011-23-530,BR-1,Colombo,1,16,49,58,27,42.8,0
26/12/2025,Senkottan,Mahanama Thera,978-955-0011-23-531,BR-2,Kandy,86,17,44,69,84,1501.4,1
11/07/2025,Malagiya Attho,P. B. Jayasekara,978-955-0011-23-532,BR-1,Kandy,66,21,56,82,61,1425.8,1
23/08/2025,Malagiya Attho,Sybil Wettasinghe,978-955-0011-23-533,BR-1,Colombo,74,15,72,52,41,1143,1
30/03/2025,Senkottan,Dharmasena Thera,978-955-0011-23-534,BR-3,Kandy,60,5,94,41,69,340.8,1
11/06/2025,Ape Gama,Prasanna Vithanage (Adapt.),978-955-0011-23-535,BR-3,Colombo,7,11,70,52,52,111.8,1
29/08/2025,Viragaya,Simon Navagattegama,978-955-0011-23-536,BR-3,Colombo,59,28,79,41,48,1685.6,1
15/02/2025,Malagiya Attho,Martin Wickramasinghe,978-955-0011-23-537,BR-2,Kandy,67,17,82,64,63,1180.8,1
20/04/2025,Madol Duwa,Mahinda Prasad Masimbula,978-955-0011-23-538,BR-1,Kandy,68,4,57,31,98,309.2,1
02/08/2025,Gamperaliya,Vladimir Nabokov (Trans.),978-955-0011-23-539,BR-2,Colombo,97,9,74,23,92,910.8,1
05/09/2025,Senkottan,Karunasena Jayalath,978-955-0011-23-540,BR-3,Kandy,89,21,44,74,29,1898.4,1
23/02/2025,Gamperaliya,Leo Tolstoy (Trans.),978-955-0011-23-541,BR-1,Kandy,12,2,97,13,79,61.8,1
09/02/2025,Gamperaliya,Liyanage Amarakeerthi,978-955-0011-23-542,BR-2,Kandy,68,30,47,37,90,2074.8,1
17/01/2025,Senkottan,Vladimir Nabokov (Trans.),978-955-0011-23-543,BR-1,Galle,75,19,93,61,63,1468.4,1
12/11/2025,Madol Duwa,Mahinda Prasad Masimbula,978-955-0011-23-544,BR-3,Colombo,5,5,70,32,57,56.8,1
27/06/2025,Gamperaliya,Ediriweera Sarachchandra,978-955-0011-23-545,BR-1,Galle,89,29,73,83,73,2626.8,1
21/02/2025,Gamperaliya,Leo Tolstoy (Trans.),978-955-0011-23-546,BR-2,Galle,56,5,65,45,75,317,1
25/07/2025,Ape Gama,Liyanage Amarakeerthi,978-955-0011-23-547,BR-3,Galle,20,18,51,100,45,399.2,1
05/05/2025,Gamperaliya,Vladimir Nabokov (Trans.),978-955-0011-23-548,BR-3,Galle,15,8,47,22,53,144.4,1
03/04/2025,Ape Gama,Vladimir Nabokov (Trans.),978-955-0011-23-549,BR-1,Galle,58,12,67,55,42,728.8,1
08/10/2025,Malagiya Attho,Dharmasena Thera,978-955-0011-23-550,BR-3,Colombo,94,14,44,5,95,1344.8,1
12/05/2025,Madol Duwa,Shanthi Dissanayake,978-955-0011-23-551,BR-3,Colombo,83,1,50,57,56,115.6,1
25/01/2025,Senkottan,P. B. Jayasekara,978-955-0011-23-552,BR-3,Colombo,25,21,72,99,67,572.6,1
03/03/2025,Senkottan,Shanthi Dissanayake,978-955-0011-23-553,BR-3,Galle,72,14,72,9,94,1043,1
16/11/2025,Gamperaliya,Upul Shantha Sannasgala,978-955-0011-23-554,BR-1,Colombo,84,10,95,62,56,882.6,1
06/05/2025,Viragaya,Shanthi Dissanayake,978-955-0011-23-555,BR-1,Kandy,47,9,97,83,88,476.6,1
26/04/2025,Ape Gama,Shanthi Dissanayake,978-955-0011-23-556,BR-3,Kandy,70,5,65,43,41,379.8,1
25/10/2025,Viragaya,K. Jayatillake,978-955-0011-23-557,BR-2,Kandy,79,20,78,69,96,1628.6,1
05/07/2025,Senkottan,Wimalaratne Kumaragama,978-955-0011-23-558,BR-3,Kandy,44,22,85,23,93,1008.2,1
20/10/2025,Madol Duwa,Martin Wickramasinghe,978-955-0011-23-559,BR-1,Galle,19,29,88,13,93,589.8,1
12/08/2025,Madol Duwa,Leo Tolstoy (Trans.),978-955-0011-23-560,BR-3,Galle,92,28,65,87,76,2621.6,1
09/03/2025,Gamperaliya,Simon Navagattegama,978-955-0011-23-561,BR-2,Kandy,64,18,54,0,40,1170.8,1
04/09/2025,Viragaya,T. B. Ilangaratne,978-955-0011-23-562,BR-2,Colombo,25,23,61,35,39,602,1
07/04/2025,Viragaya,Sybil Wettasinghe,978-955-0011-23-563,BR-1,Galle,54,7,84,40,70,416.8,1
30/09/2025,Malagiya Attho,Simon Navagattegama,978-955-0011-23-564,BR-3,Kandy,7,26,58,79,65,222.4,1
21/04/2025,Malagiya Attho,Prasanna Vithanage (Adapt.),978-955-0011-23-565,BR-2,Galle,75,14,73,5,89,1083.4,1
24/11/2025,Malagiya Attho,T. B. Ilangaratne,978-955-0011-23-566,BR-1,Galle,29,17,90,12,63,526,1
29/03/2025,Gamperaliya,Shanthi Dissanayake,978-955-0011-23-567,BR-1,Galle,7,15,78,88,29,144,1
28/09/2025,Ape Gama,Liyanage Amarakeerthi,978-955-0011-23-568,BR-3,Kandy,3,23,68,2,48,92.6,1
09/09/2025,Senkottan,Martin Wickramasinghe,978-955-0011-23-569,BR-2,Kandy,52,3,88,32,71,194.2,1
10/05/2025,Malagiya Attho,Dharmasena Thera,978-955-0011-23-570,BR-2,Kandy,27,21,83,55,72,609,1
02/03/2025,Ape Gama,Mahinda Prasad Masimbula,978-955-0011-23-571,BR-2,Kandy,96,1,93,50,62,137,1
16/07/2025,Madol Duwa,Wimalaratne Kumaragama,978-955-0011-23-572,BR-3,Galle,16,5,88,70,42,120,1
13/01/2025,Gamperaliya,Siri Gunasinghe,978-955-0011-23-573,BR-2,Colombo,100,30,78,78,60,3043.2,1
23/01/2025,Ape Gama,Sumithra Rahubadda,978-955-0011-23-574,BR-1,Galle,8,9,75,38,41,102.8,1
12/02/2025,Madol Duwa,Simon Navagattegama,978-955-0011-23-575,BR-3,Galle,75,19,88,66,28,1461.4,1
04/03/2025,Ape Gama,Karunasena Jayalath,978-955-0011-23-576,BR-3,Galle,77,26,43,23,76,2030.4,1
17/11/2025,Malagiya Attho,Vladimir Nabokov (Trans.),978-955-0011-23-577,BR-1,Kandy,6,0,74,53,55,36.4,0
07/10/2025,Ape Gama,Shanthi Dissanayake,978-955-0011-23-578,BR-2,Kandy,6,20,58,18,35,142.2,1
15/04/2025,Gamperaliya,Dharmasena Thera,978-955-0011-23-579,BR-1,Kandy,31,15,60,34,51,494,1
02/10/2025,Malagiya Attho,Gunadasa Amarasekara,978-955-0011-23-580,BR-1,Kandy,14,15,42,68,45,241,1
26/07/2025,Viragaya,Gunadasa Amarasekara,978-955-0011-23-581,BR-1,Galle,73,30,91,69,99,2241.8,1
30/06/2025,Senkottan,Wimalaratne Kumaragama,978-955-0011-23-582,BR-1,Galle,30,25,99,22,26,779.4,1
17/02/2025,Malagiya Attho,Shanthi Dissanayake,978-955-0011-23-583,BR-2,Colombo,70,12,67,76,21,872.8,1
07/09/2025,Viragaya,Vladimir Nabokov (Trans.),978-955-0011-23-584,BR-1,Colombo,3,26,93,48,67,119.6,1
20/01/2025,Gamperaliya,Vladimir Nabokov (Trans.),978-955-0011-23-585,BR-3,Kandy,51,6,76,32,88,345.2,1
29/09/2025,Malagiya Attho,Upul Shantha Sannasgala,978-955-0011-23-586,BR-1,Galle,39,11,97,65,48,471,1
05/03/2025,Malagiya Attho,Liyanage Amarakeerthi,978-955-0011-23-587,BR-1,Galle,87,22,71,59,55,1951,1
05/06/2025,Gamperaliya,K. Jayatillake,978-955-0011-23-588,BR-1,Galle,69,9,64,40,34,648.6,1
12/06/2025,Malagiya Attho,Chingiz Aitmatov (Trans.),978-955-0011-23-589,BR-3,Kandy,59,4,57,3,62,260.4,1
16/06/2025,Viragaya,Siri Gunasinghe,978-955-0011-23-590,BR-2,Colombo,31,11,96,85,72,391.6,1
11/08/2025,Malagiya Attho,Leo Tolstoy (Trans.),978-955-0011-23-591,BR-2,Kandy,72,15,87,23,24,1106.8,1
12/04/2025,Malagiya Attho,Mahinda Prasad Masimbula,978-955-0011-23-592,BR-2,Kandy,36,3,77,7,25,129.8,1
09/07/2025,Malagiya Attho,Ediriweera Sarachchandra,978-955-0011-23-593,BR-3,Kandy,45,1,54,40,71,78,1
03/01/2025,Malagiya Attho,Sybil Wettasinghe,978-955-0011-23-594,BR-2,Colombo,37,20,58,50,67,775,1
06/07/2025,Ape Gama,Edward Mallawaarachchi,978-955-0011-23-595,BR-2,Kandy,97,28,90,90,71,2766.2,1
27/09/2025,Gamperaliya,Prasanna Vithanage (Adapt.),978-955-0011-23-596,BR-2,Kandy,98,6,68,37,44,617.8,1
03/04/2025,Viragaya,Mahinda Prasad Masimbula,978-955-0011-23-597,BR-3,Kandy,35,10,69,59,61,387.8,1
29/11/2025,Senkottan,Chingiz Aitmatov (Trans.),978-955-0011-23-598,BR-2,Colombo,40,19,75,52,31,791.6,1
17/03/2025,Malagiya Attho,K. Jayatillake,978-955-0011-23-599,BR-3,Galle,65,14,76,39,78,948.6,1
01/11/2025,Madol Duwa,T. B. Ilangaratne,978-955-0011-23-600,BR-2,Colombo,89,15,91,97,58,1384.2,1
01/11/2025,Malagiya Attho,Upul Shantha Sannasgala,978-955-0011-23-601,BR-3,Galle,34,10,48,9,72,365.8,1
22/01/2025,Madol Duwa,Ediriweera Sarachchandra,978-955-0011-23-602,BR-1,Galle,37,16,45,61,42,621.6,1
18/07/2025,Ape Gama,T. B. Ilangaratne,978-955-0011-23-603,BR-1,Galle,29,21,93,1,99,647.6,1
